ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/11 15:33:25"
"Settings=E:\Conboy\2025-02-10\settings\S13-16.4.S14.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s13-16.4.s14.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5240, 21160"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=28.2495"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.25901"
"Filters=<Empty>"
"ScanRegion=524,2116,1632,3024"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15800	21330	130	299	303	92	139	142	139	42	92	80	0	0.000	0.000	0.000	160	164	27	0.000	0.000	0.000	0.000	30	29	120	914	100	0	0	0	160	36371	3.833	164	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16200	21320	120	245	252	76	132	136	132	46	84	60	0	0.000	0.000	0.000	113	120	28	0.000	0.000	0.000	0.000	30	33	120	682	100	0	0	0	113	30281	2.522	120	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5460	21720	130	654	682	412	183	191	183	72	81	75	0	0.000	0.000	0.000	471	499	29	0.000	0.000	0.000	0.000	60	37	120	940	100	0	0	0	471	81789	6.819	499	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5870	21720	160	668	730	451	205	218	205	126	79	71	0	0.000	0.000	0.000	463	525	30	0.000	0.000	0.000	0.000	61	57	208	1486	100	0	0	0	463	151886	4.063	525	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6180	21710	160	689	690	337	202	214	202	122	87	78	0	0.000	0.000	0.000	487	488	31	0.000	0.000	0.000	0.000	48	57	208	1486	100	0	0	0	487	143506	3.902	488	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6580	21710	140	741	736	158	200	235	200	545	46	0	0	0.000	0.000	0.000	541	536	32	0.000	0.000	0.000	0.000	21	231	156	1140	100	0	0	0	541	114877	0.919	536	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	7040	21700	110	899	919	584	165	202	165	198	77	72	0	0.000	0.000	0.000	734	754	33	0.000	0.000	0.000	0.000	63	98	80	656	100	0	0	0	734	73481	3.621	754	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7420	21730	130	947	1031	312	186	193	186	71	100	100	0	0.000	0.000	0.000	761	845	34	0.000	0.000	0.000	0.000	30	36	120	940	100	0	0	0	761	123700	11.803	845	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7830	21710	140	630	685	212	152	161	152	57	99	98	0	0.000	0.000	0.000	478	533	35	0.000	0.000	0.000	0.000	30	35	156	1140	100	0	0	0	478	106915	9.193	533	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8230	21710	150	664	694	207	133	140	133	106	98	97	0	0.000	0.000	0.000	531	561	36	0.000	0.000	0.000	0.000	29	75	156	1272	100	0	0	0	531	108222	5.226	561	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8590	21720	130	732	747	153	129	132	129	42	100	100	0	0.000	0.000	0.000	603	618	37	0.000	0.000	0.000	0.000	20	31	120	940	100	0	0	0	603	89689	14.643	618	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8990	21720	120	772	792	177	125	131	125	51	100	99	0	0.000	0.000	0.000	647	667	38	0.000	0.000	0.000	0.000	22	38	120	820	100	0	0	0	647	95099	12.961	667	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9410	21720	130	299	308	101	130	139	130	126	65	14	0	0.000	0.000	0.000	169	178	39	0.000	0.000	0.000	0.000	32	90	120	940	100	0	0	0	169	37006	1.341	178	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9820	21720	140	339	362	127	119	121	119	39	98	97	0	0.000	0.000	0.000	220	243	40	0.000	0.000	0.000	0.000	35	32	156	1140	100	0	0	0	220	56518	6.179	243	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10170	21720	140	257	261	65	114	117	114	40	93	83	0	0.000	0.000	0.000	143	147	41	0.000	0.000	0.000	0.000	24	34	156	1140	100	0	0	0	143	40642	3.600	147	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10580	21720	140	243	246	66	116	119	116	35	94	79	0	0.000	0.000	0.000	127	130	42	0.000	0.000	0.000	0.000	26	29	156	1140	100	0	0	0	127	38382	3.629	130	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	10990	21710	140	584	629	353	130	139	130	58	91	87	0	0.000	0.000	0.000	454	499	43	0.000	0.000	0.000	0.000	56	41	156	1140	100	0	0	0	454	98199	8.448	499	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11400	21710	140	513	586	275	139	150	139	64	97	94	0	0.000	0.000	0.000	374	447	44	0.000	0.000	0.000	0.000	46	42	156	1140	100	0	0	0	374	91422	6.813	447	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11850	21710	150	585	590	166	143	236	143	899	0	0	0	0.000	0.000	0.000	442	447	45	0.000	0.000	0.000	0.000	28	380	156	1272	100	0	0	0	442	92089	0.394	447	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12250	21720	140	733	717	306	141	154	141	162	87	76	0	0.000	0.000	0.000	592	576	46	0.000	0.000	0.000	0.000	42	105	156	1140	100	0	0	0	592	111887	3.475	576	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12570	21710	150	633	641	185	148	154	148	52	98	97	0	0.000	0.000	0.000	485	493	47	0.000	0.000	0.000	0.000	28	33	156	1272	100	0	0	0	485	99956	9.365	493	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12980	21710	140	627	645	223	145	154	145	73	96	94	0	0.000	0.000	0.000	482	500	48	0.000	0.000	0.000	0.000	34	47	156	1140	100	0	0	0	482	100563	6.726	500	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13410	21710	130	182	182	55	130	133	130	43	53	27	0	0.000	0.000	0.000	52	52	49	0.000	0.000	0.000	0.000	30	32	120	940	100	0	0	0	52	21894	1.140	52	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13810	21720	140	165	173	52	123	126	123	40	51	26	0	0.000	0.000	0.000	42	50	50	0.000	0.000	0.000	0.000	30	31	156	1140	100	0	0	0	42	26950	1.175	50	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14220	21700	130	460	449	134	125	267	125	1442	0	0	0	0.000	0.000	0.000	335	324	51	0.000	0.000	0.000	0.000	29	540	120	940	100	0	0	0	335	53834	0.126	324	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14640	21710	130	517	521	110	123	132	123	71	100	98	0	0.000	0.000	0.000	394	398	52	0.000	0.000	0.000	0.000	21	53	120	940	100	0	0	0	394	62470	5.479	398	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14990	21720	130	694	731	172	129	133	129	47	100	100	0	0.000	0.000	0.000	565	602	53	0.000	0.000	0.000	0.000	23	35	120	940	100	0	0	0	565	87757	12.723	602	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15390	21720	130	740	755	193	143	194	143	1065	2	0	0	0.000	0.000	0.000	597	612	54	0.000	0.000	0.000	0.000	25	548	120	940	100	0	0	0	597	90558	0.527	612	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15810	21720	140	233	236	77	129	134	129	63	69	35	0	0.000	0.000	0.000	104	107	55	0.000	0.000	0.000	0.000	32	47	156	1140	100	0	0	0	104	36838	1.619	107	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16210	21720	150	221	222	64	130	134	130	44	77	50	0	0.000	0.000	0.000	91	92	56	0.000	0.000	0.000	0.000	28	32	156	972	100	0	0	0	91	34696	2.000	92	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5380	22140	150	293	425	381	198	219	198	219	35	14	0	0.000	0.000	0.000	95	227	57	0.000	0.000	0.000	0.000	89	100	156	1080	100	0	0	0	95	66372	0.941	227	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5780	22130	140	297	396	300	177	192	177	327	21	8	0	0.000	0.000	0.000	120	219	58	0.000	0.000	0.000	0.000	75	170	156	1140	100	0	0	0	120	61847	0.624	219	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6200	22110	130	319	342	147	179	185	179	56	75	55	0	0.000	0.000	0.000	140	163	59	0.000	0.000	0.000	0.000	42	30	120	940	100	0	0	0	140	41040	2.804	163	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6580	22100	110	359	397	198	183	292	183	1410	0	0	0	0.000	0.000	0.000	176	214	60	0.000	0.000	0.000	0.000	49	482	80	656	100	0	0	0	176	31772	0.074	214	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7040	22120	130	642	658	323	178	260	178	1286	2	0	0	0.000	0.000	0.000	464	480	61	0.000	0.000	0.000	0.000	49	494	120	940	100	0	0	0	464	78983	0.309	480	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7470	22120	120	556	517	217	159	180	159	115	82	74	0	0.000	0.000	0.000	397	358	62	0.000	0.000	0.000	0.000	41	63	120	820	100	0	0	0	397	61993	2.930	358	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7790	22130	120	254	261	88	150	156	150	53	71	49	0	0.000	0.000	0.000	104	111	63	0.000	0.000	0.000	0.000	33	33	120	820	100	0	0	0	104	31287	1.981	111	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8180	22100	100	215	214	57	138	141	138	50	63	32	0	0.000	0.000	0.000	77	76	64	0.000	0.000	0.000	0.000	26	35	80	560	100	0	0	0	77	17147	1.460	76	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8610	22130	130	581	624	408	136	143	136	55	96	96	0	0.000	0.000	0.000	445	488	65	0.000	0.000	0.000	0.000	65	38	120	940	100	0	0	0	445	74833	8.745	488	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9020	22130	130	586	585	173	134	139	134	49	100	100	0	0.000	0.000	0.000	452	451	66	0.000	0.000	0.000	0.000	29	35	120	940	100	0	0	0	452	70143	9.102	451	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9430	22100	160	243	257	111	132	161	132	383	2	0	0	0.000	0.000	0.000	111	125	67	0.000	0.000	0.000	0.000	43	237	208	1512	100	0	0	0	111	53526	0.251	125	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9830	22110	150	273	299	109	119	122	119	40	96	87	0	0.000	0.000	0.000	154	180	68	0.000	0.000	0.000	0.000	36	32	156	1272	100	0	0	0	154	46716	4.425	180	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10190	22120	140	589	657	331	118	121	118	43	98	97	0	0.000	0.000	0.000	471	539	69	0.000	0.000	0.000	0.000	50	35	156	1140	100	0	0	0	471	102556	12.465	539	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10590	22110	130	830	885	262	118	120	118	37	100	100	0	0.000	0.000	0.000	712	767	70	0.000	0.000	0.000	0.000	29	30	120	940	100	0	0	0	712	106144	20.676	767	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11010	22110	140	547	553	200	123	127	123	50	92	92	0	0.000	0.000	0.000	424	430	71	0.000	0.000	0.000	0.000	36	39	156	1140	100	0	0	0	424	86246	8.520	430	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11420	22110	130	728	727	166	131	172	131	559	58	0	0	0.000	0.000	0.000	597	596	72	0.000	0.000	0.000	0.000	22	325	120	940	100	0	0	0	597	87285	0.993	596	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11770	22120	140	463	480	133	133	179	133	546	4	0	0	0.000	0.000	0.000	330	347	73	0.000	0.000	0.000	0.000	27	305	156	1140	100	0	0	0	330	74945	0.551	347	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12170	22120	140	472	481	119	127	130	127	47	98	97	0	0.000	0.000	0.000	345	354	74	0.000	0.000	0.000	0.000	24	36	156	1140	100	0	0	0	345	75022	7.468	354	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12600	22110	140	716	732	250	152	218	152	701	23	0	0	0.000	0.000	0.000	564	580	75	0.000	0.000	0.000	0.000	34	321	156	1140	100	0	0	0	564	114243	0.733	580	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	13000	22110	140	755	784	229	158	161	158	48	97	97	0	0.000	0.000	0.000	597	626	76	0.000	0.000	0.000	0.000	29	29	156	1140	100	0	0	0	597	122362	12.979	626	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13460	22110	140	230	242	90	152	156	152	49	67	41	0	0.000	0.000	0.000	78	90	77	0.000	0.000	0.000	0.000	37	31	156	1140	100	0	0	0	78	37803	1.755	90	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13850	22120	140	221	213	59	146	153	146	63	54	16	0	0.000	0.000	0.000	75	67	78	0.000	0.000	0.000	0.000	27	41	156	1140	100	0	0	0	75	33258	0.952	67	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14170	22110	150	545	590	191	123	129	123	65	100	100	0	0.000	0.000	0.000	422	467	79	0.000	0.000	0.000	0.000	32	50	156	1272	100	0	0	0	422	92095	7.092	467	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14570	22110	150	758	807	366	167	223	167	828	20	1	0	0.000	0.000	0.000	591	640	80	0.000	0.000	0.000	0.000	45	371	156	1272	100	0	0	0	591	125951	0.705	640	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	15000	22130	140	273	284	95	151	198	151	699	0	0	0	0.000	0.000	0.000	122	133	81	0.000	0.000	0.000	0.000	33	353	156	1140	100	0	0	0	122	44262	0.123	133	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15410	22130	140	414	449	190	148	158	148	64	94	85	0	0.000	0.000	0.000	266	301	82	0.000	0.000	0.000	0.000	42	40	156	1140	100	0	0	0	266	69992	4.547	301	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15830	22120	140	544	546	106	122	129	122	64	100	100	0	0.000	0.000	0.000	422	424	83	0.000	0.000	0.000	0.000	19	49	156	1140	100	0	0	0	422	85105	6.516	424	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16230	22120	140	482	484	100	136	139	136	48	100	99	0	0.000	0.000	0.000	346	348	84	0.000	0.000	0.000	0.000	20	34	156	810	100	0	0	0	346	75439	7.188	348	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5390	22520	130	370	426	191	165	167	165	49	93	80	0	0.000	0.000	0.000	205	261	85	0.000	0.000	0.000	0.000	44	29	120	872	100	0	0	0	205	51080	5.286	261	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5790	22510	140	479	480	177	167	187	167	344	41	1	0	0.000	0.000	0.000	312	313	86	0.000	0.000	0.000	0.000	36	183	156	1140	100	0	0	0	312	74814	0.852	313	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6220	22550	80	984	1059	342	154	169	154	103	100	100	0	0.000	0.000	0.000	830	905	87	0.000	0.000	0.000	0.000	32	60	52	340	100	0	0	0	830	55082	8.641	905	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
1	4	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6630	22530	120	565	591	371	191	197	191	65	81	80	0	0.000	0.000	0.000	374	400	88	0.000	0.000	0.000	0.000	62	32	120	820	100	0	0	0	374	70903	6.062	400	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
