ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/11 12:50:20"
"Settings=E:\Conboy\2025-02-10\settings\S9-12.83.S9.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s9-12.83.s9.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5240, 3320"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=22.9087"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.34686"
"Filters=<Empty>"
"ScanRegion=524,332,1632,1240"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	19	1	"AgRP"	"AgRP"	12630	3430	160	1088	1691	1402	196	199	196	57	99	99	0	0.000	0.000	0.000	892	1495	19	0.000	0.000	0.000	0.000	82	28	208	1110	100	0	0	0	892	351640	26.175	1495	Error	"Not Defined"	"AgRP"
1	20	1	"AgRP"	"AgRP"	13030	3430	160	1467	2107	1577	194	197	194	56	100	100	0	0.000	0.000	0.000	1273	1913	20	0.000	0.000	0.000	0.000	74	28	208	1110	100	0	0	0	1273	438286	34.107	1913	Error	"Not Defined"	"AgRP"
1	21	1	"ALCAM"	"ALCAM"	13390	3440	140	515	522	106	187	191	187	52	100	97	0	0.000	0.000	0.000	328	335	21	0.000	0.000	0.000	0.000	20	27	156	920	100	0	0	0	328	81460	6.365	335	Error	"Not Defined"	"ALCAM"
1	22	1	"ALCAM"	"ALCAM"	13790	3440	140	515	527	120	193	195	193	53	99	98	0	0.000	0.000	0.000	322	334	22	0.000	0.000	0.000	0.000	22	27	156	920	100	0	0	0	322	82207	6.264	334	Error	"Not Defined"	"ALCAM"
1	23	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14210	3430	150	1926	1851	381	187	189	187	52	100	100	0	0.000	0.000	0.000	1739	1664	23	0.000	0.000	0.000	0.000	20	27	156	972	100	0	0	0	1739	288764	31.962	1664	Error	"Not Defined"	"Angiopoietin-like 2"
1	24	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14620	3440	150	1871	1848	317	189	192	189	51	100	100	0	0.000	0.000	0.000	1682	1659	24	0.000	0.000	0.000	0.000	17	26	156	1010	100	0	0	0	1682	288349	32.471	1659	Error	"Not Defined"	"Angiopoietin-like 2"
1	25	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	14970	3430	150	407	426	117	178	184	178	50	98	94	0	0.000	0.000	0.000	229	248	25	0.000	0.000	0.000	0.000	27	27	156	972	100	0	0	0	229	66425	4.840	248	Error	"Not Defined"	"Angiopoietin-like 3"
1	26	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	15370	3440	160	420	408	125	171	174	171	47	91	87	0	0.000	0.000	0.000	249	237	26	0.000	0.000	0.000	0.000	30	27	208	1152	100	0	0	0	249	84929	4.979	237	Error	"Not Defined"	"Angiopoietin-like 3"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15800	3440	140	334	354	106	171	175	171	49	94	80	0	0.000	0.000	0.000	163	183	27	0.000	0.000	0.000	0.000	29	28	156	920	100	0	0	0	163	55175	3.653	183	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16200	3440	140	354	370	115	175	179	175	48	96	85	0	0.000	0.000	0.000	179	195	28	0.000	0.000	0.000	0.000	31	26	156	715	100	0	0	0	179	57725	3.979	195	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5450	3810	160	800	758	223	214	217	214	59	94	92	0	0.000	0.000	0.000	586	544	29	0.000	0.000	0.000	0.000	29	27	208	1462	100	0	0	0	586	157644	9.169	544	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5850	3820	150	792	790	150	204	211	204	63	100	100	0	0.000	0.000	0.000	588	586	30	0.000	0.000	0.000	0.000	18	29	156	1272	100	0	0	0	588	123251	9.190	586	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6180	3820	160	711	714	163	208	211	208	55	100	99	0	0.000	0.000	0.000	503	506	31	0.000	0.000	0.000	0.000	22	26	208	1512	100	0	0	0	503	148426	9.145	506	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6580	3810	150	707	722	215	235	313	235	1337	0	0	0	0.000	0.000	0.000	472	487	32	0.000	0.000	0.000	0.000	29	427	156	1272	100	0	0	0	472	112619	0.306	487	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	7010	3830	150	1650	1783	623	211	212	211	55	100	100	0	0.000	0.000	0.000	1439	1572	33	0.000	0.000	0.000	0.000	34	25	156	1272	100	0	0	0	1439	278083	28.564	1572	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7430	3830	140	1999	2088	603	195	201	195	58	100	100	0	0.000	0.000	0.000	1804	1893	34	0.000	0.000	0.000	0.000	28	28	156	1140	100	0	0	0	1804	325662	32.534	1893	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7830	3810	160	630	637	249	198	206	198	69	94	89	0	0.000	0.000	0.000	432	439	35	0.000	0.000	0.000	0.000	39	33	208	1512	100	0	0	0	432	132456	6.246	439	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8230	3810	160	476	540	250	201	205	201	97	87	64	0	0.000	0.000	0.000	275	339	36	0.000	0.000	0.000	0.000	46	47	208	1512	100	0	0	0	275	112334	3.454	339	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8580	3820	140	1052	1038	253	206	208	206	55	99	99	0	0.000	0.000	0.000	846	832	37	0.000	0.000	0.000	0.000	24	26	156	1140	100	0	0	0	846	161956	15.091	832	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8990	3820	140	1118	1102	237	210	215	210	57	98	98	0	0.000	0.000	0.000	908	892	38	0.000	0.000	0.000	0.000	21	26	156	1140	100	0	0	0	908	171842	15.561	892	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9410	3820	150	666	666	118	214	216	214	56	100	100	0	0.000	0.000	0.000	452	452	39	0.000	0.000	0.000	0.000	17	25	156	1272	100	0	0	0	452	103962	8.036	452	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9820	3820	150	688	691	133	214	219	214	56	100	100	0	0.000	0.000	0.000	474	477	40	0.000	0.000	0.000	0.000	19	25	156	1272	100	0	0	0	474	107829	8.429	477	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10170	3820	150	479	489	139	212	215	212	56	95	89	0	0.000	0.000	0.000	267	277	41	0.000	0.000	0.000	0.000	28	26	156	1272	100	0	0	0	267	76260	4.893	277	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10570	3830	140	481	491	127	207	211	207	55	96	90	0	0.000	0.000	0.000	274	284	42	0.000	0.000	0.000	0.000	25	26	156	1140	100	0	0	0	274	76565	5.091	284	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	10990	3820	140	658	707	259	219	225	219	63	98	98	0	0.000	0.000	0.000	439	488	43	0.000	0.000	0.000	0.000	36	28	156	1140	100	0	0	0	439	110218	7.651	488	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11400	3820	140	696	692	185	218	222	218	63	100	99	0	0.000	0.000	0.000	478	474	44	0.000	0.000	0.000	0.000	26	28	156	1140	100	0	0	0	478	107879	7.460	474	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11850	3820	150	635	650	176	220	228	220	141	96	80	0	0.000	0.000	0.000	415	430	45	0.000	0.000	0.000	0.000	27	61	156	1272	100	0	0	0	415	101355	2.993	430	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12250	3820	150	669	680	178	212	217	212	68	97	96	0	0.000	0.000	0.000	457	468	46	0.000	0.000	0.000	0.000	26	31	156	1272	100	0	0	0	457	106053	6.809	468	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12580	3820	160	659	666	185	206	209	206	56	97	96	0	0.000	0.000	0.000	453	460	47	0.000	0.000	0.000	0.000	27	26	208	1512	100	0	0	0	453	138525	8.161	460	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12970	3820	150	686	674	187	203	207	203	58	97	97	0	0.000	0.000	0.000	483	471	48	0.000	0.000	0.000	0.000	27	28	156	1272	100	0	0	0	483	105118	8.052	471	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13400	3830	140	474	476	129	191	191	191	51	98	94	0	0.000	0.000	0.000	283	285	49	0.000	0.000	0.000	0.000	27	26	156	1140	100	0	0	0	283	74196	5.588	285	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13810	3840	140	476	493	154	189	192	189	52	97	90	0	0.000	0.000	0.000	287	304	50	0.000	0.000	0.000	0.000	31	27	156	1140	100	0	0	0	287	76900	5.788	304	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14230	3830	160	785	824	268	187	198	187	207	95	83	0	0.000	0.000	0.000	598	637	51	0.000	0.000	0.000	0.000	32	104	208	1512	100	0	0	0	598	171314	3.024	637	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14630	3820	150	1084	1123	253	180	184	180	52	100	100	0	0.000	0.000	0.000	904	943	52	0.000	0.000	0.000	0.000	22	28	156	1272	100	0	0	0	904	175223	18.058	943	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14980	3840	140	677	681	181	186	190	186	51	98	98	0	0.000	0.000	0.000	491	495	53	0.000	0.000	0.000	0.000	26	26	156	1140	100	0	0	0	491	106303	9.627	495	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15390	3840	140	716	723	246	178	182	178	50	99	98	0	0.000	0.000	0.000	538	545	54	0.000	0.000	0.000	0.000	34	27	156	1140	100	0	0	0	538	112770	10.820	545	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15810	3830	150	440	452	115	172	174	172	46	99	98	0	0.000	0.000	0.000	268	280	55	0.000	0.000	0.000	0.000	25	26	156	1272	100	0	0	0	268	70553	6.043	280	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16210	3830	150	454	458	122	172	173	172	48	100	96	0	0.000	0.000	0.000	282	286	56	0.000	0.000	0.000	0.000	26	27	156	972	100	0	0	0	282	71451	5.938	286	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5380	4230	150	737	739	143	211	225	211	368	85	5	0	0.000	0.000	0.000	526	528	57	0.000	0.000	0.000	0.000	19	163	156	1080	100	0	0	0	526	115318	1.397	528	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5780	4230	150	622	626	147	202	205	202	55	100	100	0	0.000	0.000	0.000	420	424	58	0.000	0.000	0.000	0.000	23	26	156	1272	100	0	0	0	420	97596	7.655	424	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6210	4220	140	412	422	85	199	239	199	502	0	0	0	0.000	0.000	0.000	213	223	59	0.000	0.000	0.000	0.000	20	210	156	1140	100	0	0	0	213	65819	0.365	223	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6610	4220	140	385	384	89	187	192	187	57	93	81	0	0.000	0.000	0.000	198	197	60	0.000	0.000	0.000	0.000	23	29	156	1140	100	0	0	0	198	59853	3.368	197	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7050	4220	150	480	487	121	183	187	183	52	98	96	0	0.000	0.000	0.000	297	304	61	0.000	0.000	0.000	0.000	24	27	156	1272	100	0	0	0	297	75927	5.769	304	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7450	4220	150	522	535	114	182	185	182	52	100	99	0	0.000	0.000	0.000	340	353	62	0.000	0.000	0.000	0.000	21	28	156	1272	100	0	0	0	340	83472	6.731	353	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7780	4210	160	407	407	111	183	185	183	52	93	87	0	0.000	0.000	0.000	224	224	63	0.000	0.000	0.000	0.000	27	28	208	1512	100	0	0	0	224	84707	4.269	224	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8180	4220	160	394	393	107	189	191	189	52	94	86	0	0.000	0.000	0.000	205	204	64	0.000	0.000	0.000	0.000	27	27	208	1512	100	0	0	0	205	81818	3.885	204	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8610	4230	140	638	670	231	200	203	200	55	99	98	0	0.000	0.000	0.000	438	470	65	0.000	0.000	0.000	0.000	34	27	156	1140	100	0	0	0	438	104558	8.491	470	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9030	4230	140	798	791	240	210	215	210	62	99	98	0	0.000	0.000	0.000	588	581	66	0.000	0.000	0.000	0.000	30	28	156	1140	100	0	0	0	588	123388	9.290	581	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9430	4210	160	513	510	145	204	207	204	56	94	92	0	0.000	0.000	0.000	309	306	67	0.000	0.000	0.000	0.000	28	27	208	1512	100	0	0	0	309	105999	5.411	306	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9830	4210	150	544	558	128	199	202	199	54	100	99	0	0.000	0.000	0.000	345	359	68	0.000	0.000	0.000	0.000	22	26	156	1272	100	0	0	0	345	86993	6.593	359	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10180	4220	150	1159	1271	467	193	196	193	53	100	99	0	0.000	0.000	0.000	966	1078	69	0.000	0.000	0.000	0.000	36	27	156	1272	100	0	0	0	966	198261	20.283	1078	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10580	4220	140	1334	1409	515	202	203	202	53	98	97	0	0.000	0.000	0.000	1132	1207	70	0.000	0.000	0.000	0.000	36	26	156	1140	100	0	0	0	1132	219762	22.755	1207	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11010	4220	140	1046	1060	232	219	230	219	116	99	98	0	0.000	0.000	0.000	827	841	71	0.000	0.000	0.000	0.000	21	50	156	1140	100	0	0	0	827	165361	7.155	841	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11410	4220	150	1277	1295	324	207	208	207	57	99	98	0	0.000	0.000	0.000	1070	1088	72	0.000	0.000	0.000	0.000	25	27	156	1272	100	0	0	0	1070	202014	19.070	1088	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11760	4230	150	337	337	80	207	207	207	55	84	60	0	0.000	0.000	0.000	130	130	73	0.000	0.000	0.000	0.000	23	26	156	1272	100	0	0	0	130	52529	2.364	130	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12170	4230	150	333	342	89	208	211	208	58	82	53	0	0.000	0.000	0.000	125	134	74	0.000	0.000	0.000	0.000	26	27	156	1272	100	0	0	0	125	53309	2.259	134	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12590	4220	140	1790	1847	481	228	239	228	88	100	99	0	0.000	0.000	0.000	1562	1619	75	0.000	0.000	0.000	0.000	26	36	156	1140	100	0	0	0	1562	288177	18.273	1619	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	13000	4220	140	1964	2031	491	226	238	226	78	100	100	0	0.000	0.000	0.000	1738	1805	76	0.000	0.000	0.000	0.000	24	32	156	1140	100	0	0	0	1738	316866	22.987	1805	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13450	4230	140	694	698	184	206	209	206	56	98	97	0	0.000	0.000	0.000	488	492	77	0.000	0.000	0.000	0.000	26	26	156	1140	100	0	0	0	488	108954	8.732	492	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13850	4230	140	777	778	200	198	202	198	52	99	99	0	0.000	0.000	0.000	579	580	78	0.000	0.000	0.000	0.000	25	25	156	1140	100	0	0	0	579	121342	11.077	580	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14170	4220	160	1010	1055	352	194	197	194	52	97	96	0	0.000	0.000	0.000	816	861	79	0.000	0.000	0.000	0.000	33	26	208	1506	100	0	0	0	816	219390	16.500	861	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14570	4220	150	1063	1077	249	195	197	195	51	100	100	0	0.000	0.000	0.000	868	882	80	0.000	0.000	0.000	0.000	23	25	156	1272	100	0	0	0	868	168069	17.255	882	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	15000	4250	150	614	622	122	193	197	193	50	100	100	0	0.000	0.000	0.000	421	429	81	0.000	0.000	0.000	0.000	19	25	156	1272	100	0	0	0	421	96974	8.500	429	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15400	4250	150	584	604	138	187	190	187	51	100	100	0	0.000	0.000	0.000	397	417	82	0.000	0.000	0.000	0.000	22	26	156	1272	100	0	0	0	397	94234	8.118	417	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15830	4230	150	449	447	93	176	177	176	45	100	98	0	0.000	0.000	0.000	273	271	83	0.000	0.000	0.000	0.000	20	25	156	1272	100	0	0	0	273	69684	6.000	271	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16230	4240	150	435	440	90	175	178	175	49	100	97	0	0.000	0.000	0.000	260	265	84	0.000	0.000	0.000	0.000	20	27	156	894	100	0	0	0	260	68594	5.347	265	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5390	4630	140	570	573	142	198	202	198	54	98	98	0	0.000	0.000	0.000	372	375	85	0.000	0.000	0.000	0.000	24	26	156	1016	100	0	0	0	372	89322	6.870	375	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5790	4630	140	578	571	146	182	187	182	59	97	97	0	0.000	0.000	0.000	396	389	86	0.000	0.000	0.000	0.000	25	31	156	1140	100	0	0	0	396	89040	6.508	389	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6210	4620	150	479	519	205	190	193	190	55	100	96	0	0.000	0.000	0.000	289	329	87	0.000	0.000	0.000	0.000	39	28	156	1272	100	0	0	0	289	80919	5.927	329	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
