ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/11 13:02:20"
"Settings=E:\Conboy\2025-02-10\settings\S9-12.83.S10.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s9-12.83.s10.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5220, 21190"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=24.0684"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.21739"
"Filters=<Empty>"
"ScanRegion=522,2119,1630,3027"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	11	1	"Activin A "	"Activin A "	9360	21320	150	511	556	214	153	154	153	46	100	99	0	0.000	0.000	0.000	358	403	11	0.000	0.000	0.000	0.000	38	29	156	1046	100	0	0	0	358	86714	8.739	403	Error	"Not Defined"	"Activin A "
1	12	1	"Activin A "	"Activin A "	9760	21320	150	481	517	202	155	159	155	55	97	94	0	0.000	0.000	0.000	326	362	12	0.000	0.000	0.000	0.000	39	34	156	1046	100	0	0	0	326	80586	6.509	362	Error	"Not Defined"	"Activin A "
1	13	1	"Activin C"	"Activin C"	10210	21330	140	255	267	91	157	161	157	46	73	52	0	0.000	0.000	0.000	98	110	13	0.000	0.000	0.000	0.000	34	28	156	986	100	0	0	0	98	41628	2.304	110	Error	"Not Defined"	"Activin C"
1	14	1	"Activin C"	"Activin C"	10610	21330	150	285	286	88	160	163	160	48	81	63	0	0.000	0.000	0.000	125	126	14	0.000	0.000	0.000	0.000	30	29	156	1080	100	0	0	0	125	44651	2.563	126	Error	"Not Defined"	"Activin C"
1	15	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	10930	21330	160	265	268	87	162	163	162	48	75	52	0	0.000	0.000	0.000	103	106	15	0.000	0.000	0.000	0.000	32	29	208	1228	100	0	0	0	103	55684	2.188	106	Error	"Not Defined"	"Activin RIB / ALK-4"
1	16	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	11330	21330	160	283	288	105	163	164	163	48	75	59	0	0.000	0.000	0.000	120	125	16	0.000	0.000	0.000	0.000	36	29	208	1234	100	0	0	0	120	59910	2.583	125	Error	"Not Defined"	"Activin RIB / ALK-4"
1	17	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	11770	21340	160	327	335	116	167	171	167	49	85	73	0	0.000	0.000	0.000	160	168	17	0.000	0.000	0.000	0.000	34	28	208	1272	100	0	0	0	160	69710	3.347	168	Error	"Not Defined"	"Adiponectin / Acrp30"
1	18	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	12160	21340	150	417	422	143	166	170	166	49	92	88	0	0.000	0.000	0.000	251	256	18	0.000	0.000	0.000	0.000	33	28	156	1114	100	0	0	0	251	65895	5.143	256	Error	"Not Defined"	"Adiponectin / Acrp30"
1	19	1	"AgRP"	"AgRP"	12590	21330	160	402	509	347	164	166	164	49	93	84	0	0.000	0.000	0.000	238	345	19	0.000	0.000	0.000	0.000	68	29	208	1234	100	0	0	0	238	105956	7.000	345	Error	"Not Defined"	"AgRP"
1	20	1	"AgRP"	"AgRP"	12990	21330	160	542	696	706	161	164	161	45	95	92	0	0.000	0.000	0.000	381	535	20	0.000	0.000	0.000	0.000	101	27	208	1234	100	0	0	0	381	144673	11.822	535	Error	"Not Defined"	"AgRP"
1	21	1	"ALCAM"	"ALCAM"	13340	21340	160	206	209	65	155	159	155	48	51	26	0	0.000	0.000	0.000	51	54	21	0.000	0.000	0.000	0.000	31	30	208	1272	100	0	0	0	51	43396	1.042	54	Error	"Not Defined"	"ALCAM"
1	22	1	"ALCAM"	"ALCAM"	13760	21340	150	242	251	68	137	140	137	51	85	50	0	0.000	0.000	0.000	105	114	22	0.000	0.000	0.000	0.000	27	36	156	1114	100	0	0	0	105	39174	2.176	114	Error	"Not Defined"	"ALCAM"
1	23	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14180	21330	150	598	583	118	140	194	140	351	81	0	0	0.000	0.000	0.000	458	443	23	0.000	0.000	0.000	0.000	20	180	156	1080	100	0	0	0	458	91004	1.108	443	Error	"Not Defined"	"Angiopoietin-like 2"
1	24	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14590	21340	150	603	604	114	142	146	142	47	100	100	0	0.000	0.000	0.000	461	462	24	0.000	0.000	0.000	0.000	18	32	156	1114	100	0	0	0	461	94191	9.745	462	Error	"Not Defined"	"Angiopoietin-like 2"
1	25	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	14940	21330	130	214	216	58	171	182	171	126	9	0	0	0.000	0.000	0.000	43	45	25	0.000	0.000	0.000	0.000	26	69	120	848	100	0	0	0	43	25912	0.270	45	Error	"Not Defined"	"Angiopoietin-like 3"
1	26	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	15330	21330	110	253	253	68	173	339	173	456	0	0	0	0.000	0.000	0.000	80	80	26	0.000	0.000	0.000	0.000	26	134	80	634	100	0	0	0	80	20233	-0.189	80	Error	"Not Defined"	"Angiopoietin-like 3"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15760	21340	140	252	258	81	146	151	146	44	78	58	0	0.000	0.000	0.000	106	112	27	0.000	0.000	0.000	0.000	31	29	156	1016	100	0	0	0	106	40291	2.432	112	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16170	21330	140	202	196	54	131	135	131	44	68	34	0	0.000	0.000	0.000	71	65	28	0.000	0.000	0.000	0.000	27	32	156	803	100	0	0	0	71	30570	1.386	65	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5410	21720	160	468	451	140	170	171	170	48	91	86	0	0.000	0.000	0.000	298	281	29	0.000	0.000	0.000	0.000	31	28	208	1408	100	0	0	0	298	93768	5.833	281	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5810	21720	150	408	432	118	155	157	155	47	99	96	0	0.000	0.000	0.000	253	277	30	0.000	0.000	0.000	0.000	27	29	156	1272	100	0	0	0	253	67365	5.851	277	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6140	21720	160	427	422	121	158	160	158	48	94	94	0	0.000	0.000	0.000	269	264	31	0.000	0.000	0.000	0.000	28	30	208	1512	100	0	0	0	269	87869	5.458	264	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6540	21720	160	401	396	122	151	184	151	431	5	0	0	0.000	0.000	0.000	250	245	32	0.000	0.000	0.000	0.000	30	234	208	1512	100	0	0	0	250	82324	0.492	245	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	6970	21730	150	716	733	297	153	155	153	47	92	92	0	0.000	0.000	0.000	563	580	33	0.000	0.000	0.000	0.000	40	30	156	1272	100	0	0	0	563	114318	12.298	580	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7380	21730	150	798	817	250	151	153	151	46	99	99	0	0.000	0.000	0.000	647	666	34	0.000	0.000	0.000	0.000	30	30	156	1272	100	0	0	0	647	127441	14.435	666	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7780	21710	150	396	403	136	148	153	148	54	94	89	0	0.000	0.000	0.000	248	255	35	0.000	0.000	0.000	0.000	33	35	156	1272	100	0	0	0	248	62928	4.630	255	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8180	21710	150	363	364	119	147	152	147	56	90	84	0	0.000	0.000	0.000	216	217	36	0.000	0.000	0.000	0.000	32	36	156	1272	100	0	0	0	216	56743	3.786	217	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8540	21720	140	685	641	232	147	147	147	43	91	90	0	0.000	0.000	0.000	538	494	37	0.000	0.000	0.000	0.000	36	29	156	1140	100	0	0	0	538	99954	11.488	494	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8950	21730	140	716	698	198	151	154	151	46	97	97	0	0.000	0.000	0.000	565	547	38	0.000	0.000	0.000	0.000	28	29	156	1140	100	0	0	0	565	108902	11.826	547	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9370	21730	150	299	302	96	153	155	153	45	86	73	0	0.000	0.000	0.000	146	149	39	0.000	0.000	0.000	0.000	31	29	156	1272	100	0	0	0	146	47034	3.267	149	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9770	21730	150	316	321	101	155	157	155	46	92	78	0	0.000	0.000	0.000	161	166	40	0.000	0.000	0.000	0.000	31	29	156	1272	100	0	0	0	161	50107	3.565	166	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10130	21730	150	255	258	77	158	161	158	47	74	51	0	0.000	0.000	0.000	97	100	41	0.000	0.000	0.000	0.000	29	29	156	1272	100	0	0	0	97	40286	2.064	100	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10520	21730	150	245	252	82	161	163	161	47	71	44	0	0.000	0.000	0.000	84	91	42	0.000	0.000	0.000	0.000	32	28	156	1272	100	0	0	0	84	39294	1.894	91	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	10950	21720	150	377	402	157	162	165	162	50	92	89	0	0.000	0.000	0.000	215	240	43	0.000	0.000	0.000	0.000	39	30	156	1272	100	0	0	0	215	62773	4.740	240	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11360	21720	160	400	407	169	164	166	164	47	85	80	0	0.000	0.000	0.000	236	243	44	0.000	0.000	0.000	0.000	41	28	208	1512	100	0	0	0	236	84631	5.128	243	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11800	21730	150	420	413	122	179	182	179	55	93	85	0	0.000	0.000	0.000	241	234	45	0.000	0.000	0.000	0.000	29	30	156	1272	100	0	0	0	241	64454	4.200	234	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12210	21730	150	462	472	133	181	186	181	55	98	94	0	0.000	0.000	0.000	281	291	46	0.000	0.000	0.000	0.000	28	29	156	1272	100	0	0	0	281	73651	5.200	291	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12530	21730	170	325	334	116	174	178	174	50	84	67	0	0.000	0.000	0.000	151	160	47	0.000	0.000	0.000	0.000	34	28	208	1644	100	0	0	0	151	69457	3.120	160	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12930	21730	170	321	330	114	173	174	173	48	85	73	0	0.000	0.000	0.000	148	157	48	0.000	0.000	0.000	0.000	34	27	208	1660	100	0	0	0	148	68685	3.250	157	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13370	21730	150	248	252	70	163	167	163	49	74	42	0	0.000	0.000	0.000	85	89	49	0.000	0.000	0.000	0.000	27	29	156	1272	100	0	0	0	85	39255	1.735	89	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13760	21740	140	254	255	77	167	169	167	49	67	41	0	0.000	0.000	0.000	87	88	50	0.000	0.000	0.000	0.000	30	28	156	1140	100	0	0	0	87	39729	1.755	88	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14180	21730	150	419	416	100	136	139	136	47	96	94	0	0.000	0.000	0.000	283	280	51	0.000	0.000	0.000	0.000	24	33	156	1272	100	0	0	0	283	64828	5.894	280	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14590	21730	150	419	415	97	147	153	147	54	98	93	0	0.000	0.000	0.000	272	268	52	0.000	0.000	0.000	0.000	23	35	156	1272	100	0	0	0	272	64702	4.852	268	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14950	21740	140	433	421	87	176	179	176	54	98	96	0	0.000	0.000	0.000	257	245	53	0.000	0.000	0.000	0.000	20	30	156	1140	100	0	0	0	257	65676	4.481	245	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15350	21730	140	463	453	124	176	181	176	54	92	91	0	0.000	0.000	0.000	287	277	54	0.000	0.000	0.000	0.000	27	29	156	1140	100	0	0	0	287	70690	5.037	277	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15770	21730	140	311	331	151	165	168	165	48	91	71	0	0.000	0.000	0.000	146	166	55	0.000	0.000	0.000	0.000	45	28	156	1140	100	0	0	0	146	51564	3.396	166	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16180	21740	140	292	297	65	156	159	156	47	91	73	0	0.000	0.000	0.000	136	141	56	0.000	0.000	0.000	0.000	21	29	156	920	100	0	0	0	136	46266	2.936	141	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5330	22140	150	362	357	116	162	168	162	52	89	78	0	0.000	0.000	0.000	200	195	57	0.000	0.000	0.000	0.000	32	30	156	972	100	0	0	0	200	55643	3.635	195	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5740	22140	150	288	302	82	141	145	141	44	95	82	0	0.000	0.000	0.000	147	161	58	0.000	0.000	0.000	0.000	27	30	156	1272	100	0	0	0	147	47107	3.568	161	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6170	22120	150	247	252	73	148	152	148	55	73	46	0	0.000	0.000	0.000	99	104	59	0.000	0.000	0.000	0.000	28	36	156	1272	100	0	0	0	99	39276	1.818	104	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6570	22120	140	271	277	81	146	150	146	44	87	67	0	0.000	0.000	0.000	125	131	60	0.000	0.000	0.000	0.000	29	29	156	1140	100	0	0	0	125	43143	2.886	131	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7000	22110	160	266	267	90	148	151	148	46	78	61	0	0.000	0.000	0.000	118	119	61	0.000	0.000	0.000	0.000	33	30	208	1512	100	0	0	0	118	55565	2.522	119	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7410	22120	150	333	345	87	153	158	153	142	69	12	0	0.000	0.000	0.000	180	192	62	0.000	0.000	0.000	0.000	25	89	156	1272	100	0	0	0	180	53893	1.317	192	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7740	22110	150	249	259	75	146	146	146	45	85	58	0	0.000	0.000	0.000	103	113	63	0.000	0.000	0.000	0.000	28	30	156	1272	100	0	0	0	103	40436	2.511	113	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8150	22120	160	235	246	73	147	149	147	45	79	49	0	0.000	0.000	0.000	88	99	64	0.000	0.000	0.000	0.000	29	30	208	1512	100	0	0	0	88	51159	2.156	99	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8570	22130	140	310	304	92	154	156	154	48	87	71	0	0.000	0.000	0.000	156	150	65	0.000	0.000	0.000	0.000	30	30	156	1140	100	0	0	0	156	47477	3.083	150	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	8970	22140	150	342	340	120	154	156	154	47	85	78	0	0.000	0.000	0.000	188	186	66	0.000	0.000	0.000	0.000	35	30	156	1272	100	0	0	0	188	53086	3.915	186	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9380	22120	150	269	275	78	152	155	152	48	83	66	0	0.000	0.000	0.000	117	123	67	0.000	0.000	0.000	0.000	28	30	156	1272	100	0	0	0	117	42950	2.500	123	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9790	22110	150	276	291	85	156	159	156	45	89	64	0	0.000	0.000	0.000	120	135	68	0.000	0.000	0.000	0.000	29	28	156	1272	100	0	0	0	120	45342	2.933	135	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10140	22130	150	599	660	296	159	163	159	46	96	96	0	0.000	0.000	0.000	440	501	69	0.000	0.000	0.000	0.000	44	28	156	1272	100	0	0	0	440	102985	10.804	501	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10540	22130	150	784	847	399	164	165	164	47	94	93	0	0.000	0.000	0.000	620	683	70	0.000	0.000	0.000	0.000	47	28	156	1272	100	0	0	0	620	132120	14.511	683	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	10970	22130	150	583	608	233	158	163	158	89	97	97	0	0.000	0.000	0.000	425	450	71	0.000	0.000	0.000	0.000	38	54	156	1272	100	0	0	0	425	94830	5.000	450	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11370	22130	150	765	785	268	160	166	160	89	94	94	0	0.000	0.000	0.000	605	625	72	0.000	0.000	0.000	0.000	34	53	156	1272	100	0	0	0	605	122505	6.955	625	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11720	22130	160	310	298	110	162	167	162	48	78	69	0	0.000	0.000	0.000	148	136	73	0.000	0.000	0.000	0.000	36	28	208	1512	100	0	0	0	148	62011	2.729	136	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12120	22130	160	298	288	97	169	171	169	51	77	61	0	0.000	0.000	0.000	129	119	74	0.000	0.000	0.000	0.000	33	29	208	1512	100	0	0	0	129	59897	2.294	119	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12560	22120	150	986	1009	232	177	179	177	50	100	100	0	0.000	0.000	0.000	809	832	75	0.000	0.000	0.000	0.000	22	27	156	1272	100	0	0	0	809	157460	16.600	832	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	12960	22120	150	996	1014	243	177	180	177	49	98	98	0	0.000	0.000	0.000	819	837	76	0.000	0.000	0.000	0.000	23	27	156	1272	100	0	0	0	819	158251	17.020	837	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13400	22130	150	253	261	87	175	179	175	51	62	37	0	0.000	0.000	0.000	78	86	77	0.000	0.000	0.000	0.000	33	28	156	1272	100	0	0	0	78	40696	1.608	86	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13810	22120	160	251	257	93	182	183	182	53	55	32	0	0.000	0.000	0.000	69	75	78	0.000	0.000	0.000	0.000	36	28	208	1506	100	0	0	0	69	53393	1.396	75	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14140	22130	160	440	458	141	169	171	169	50	97	93	0	0.000	0.000	0.000	271	289	79	0.000	0.000	0.000	0.000	30	29	208	1506	100	0	0	0	271	95249	5.740	289	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14530	22130	160	446	442	139	161	163	161	49	92	89	0	0.000	0.000	0.000	285	281	80	0.000	0.000	0.000	0.000	31	30	208	1512	100	0	0	0	285	91900	5.694	281	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	14970	22140	160	227	229	64	168	172	168	51	53	26	0	0.000	0.000	0.000	59	61	81	0.000	0.000	0.000	0.000	27	29	208	1512	100	0	0	0	59	47681	1.118	61	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15370	22150	150	277	276	71	183	185	183	51	70	39	0	0.000	0.000	0.000	94	93	82	0.000	0.000	0.000	0.000	25	27	156	1272	100	0	0	0	94	43022	1.784	93	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15790	22130	150	375	382	89	167	174	167	52	96	89	0	0.000	0.000	0.000	208	215	83	0.000	0.000	0.000	0.000	23	29	156	1272	100	0	0	0	208	59524	4.000	215	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16190	22130	150	342	340	71	152	155	152	47	97	92	0	0.000	0.000	0.000	190	188	84	0.000	0.000	0.000	0.000	20	30	156	972	100	0	0	0	190	53059	3.936	188	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5340	22520	130	296	301	89	155	161	155	51	85	77	0	0.000	0.000	0.000	141	146	85	0.000	0.000	0.000	0.000	29	31	120	794	100	0	0	0	141	36078	2.745	146	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5750	22530	140	258	258	81	142	144	142	43	82	68	0	0.000	0.000	0.000	116	116	86	0.000	0.000	0.000	0.000	31	29	156	1140	100	0	0	0	116	40317	2.651	116	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6160	22520	150	229	236	81	147	152	147	51	65	36	0	0.000	0.000	0.000	82	89	87	0.000	0.000	0.000	0.000	34	33	156	1272	100	0	0	0	82	36839	1.647	89	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
1	4	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6570	22520	150	246	266	112	148	152	148	54	72	43	0	0.000	0.000	0.000	98	118	88	0.000	0.000	0.000	0.000	42	35	156	1272	100	0	0	0	98	41507	2.111	118	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
