ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/10 14:44:09"
"Settings=E:\Conboy\2025-02-10\settings\S1-4.14.S2.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s1-4.14.s2.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5280, 21480"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=27.2423"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.00376"
"Filters=<Empty>"
"ScanRegion=528,2148,1636,3056"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	3	3	"CCR10"	"CCR10"	6200	22440	150	122	127	46	62	67	62	47	62	23	0	0.000	0.000	0.000	60	65	59	0.000	0.000	0.000	0.000	36	70	156	1272	100	0	0	0	60	19787	1.277	65	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6600	22430	140	140	142	59	68	72	68	27	75	62	0	0.000	0.000	0.000	72	74	60	0.000	0.000	0.000	0.000	41	37	156	1140	100	0	0	0	72	22103	2.593	74	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7050	22430	140	146	152	74	61	62	61	23	89	80	0	0.000	0.000	0.000	85	91	61	0.000	0.000	0.000	0.000	48	37	156	1140	100	0	0	0	85	23652	3.913	91	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7440	22430	150	145	151	52	60	61	60	23	92	78	0	0.000	0.000	0.000	85	91	62	0.000	0.000	0.000	0.000	34	37	156	1272	100	0	0	0	85	23521	3.913	91	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7780	22430	160	96	100	33	58	60	58	24	73	39	0	0.000	0.000	0.000	38	42	63	0.000	0.000	0.000	0.000	33	40	208	1512	100	0	0	0	38	20823	1.667	42	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8170	22430	140	106	105	37	59	61	59	24	72	46	0	0.000	0.000	0.000	47	46	64	0.000	0.000	0.000	0.000	35	39	156	1140	100	0	0	0	47	16402	1.833	46	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8610	22440	150	200	201	62	58	60	58	22	97	95	0	0.000	0.000	0.000	142	143	65	0.000	0.000	0.000	0.000	30	36	156	1272	100	0	0	0	142	31349	6.409	143	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9010	22440	140	225	230	66	58	60	58	23	98	98	0	0.000	0.000	0.000	167	172	66	0.000	0.000	0.000	0.000	28	38	156	1140	100	0	0	0	167	35890	7.391	172	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9420	22420	150	169	173	53	58	60	58	24	98	94	0	0.000	0.000	0.000	111	115	67	0.000	0.000	0.000	0.000	30	40	156	1272	100	0	0	0	111	27065	4.708	115	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9830	22420	150	179	188	61	59	63	59	29	96	90	0	0.000	0.000	0.000	120	129	68	0.000	0.000	0.000	0.000	32	46	156	1272	100	0	0	0	120	29279	4.310	129	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10180	22440	140	276	287	89	61	62	61	24	98	98	0	0.000	0.000	0.000	215	226	69	0.000	0.000	0.000	0.000	31	38	156	1140	100	0	0	0	215	44730	9.375	226	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10580	22430	140	262	270	81	60	62	60	24	99	98	0	0.000	0.000	0.000	202	210	70	0.000	0.000	0.000	0.000	30	38	156	1140	100	0	0	0	202	42112	8.667	210	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11010	22430	150	192	206	65	59	63	59	22	100	98	0	0.000	0.000	0.000	133	147	71	0.000	0.000	0.000	0.000	31	34	156	1272	100	0	0	0	133	32207	6.500	147	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11410	22430	150	273	284	99	60	62	60	21	100	99	0	0.000	0.000	0.000	213	224	72	0.000	0.000	0.000	0.000	34	33	156	1272	100	0	0	0	213	44251	10.571	224	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11760	22430	150	138	138	37	58	61	58	22	91	85	0	0.000	0.000	0.000	80	80	73	0.000	0.000	0.000	0.000	26	36	156	1272	100	0	0	0	80	21553	3.500	80	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12160	22440	150	142	141	43	58	62	58	24	90	80	0	0.000	0.000	0.000	84	83	74	0.000	0.000	0.000	0.000	30	38	156	1272	100	0	0	0	84	22056	3.292	83	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12590	22420	130	295	315	93	64	163	64	907	0	0	0	0.000	0.000	0.000	231	251	75	0.000	0.000	0.000	0.000	29	556	120	940	100	0	0	0	231	37816	0.168	251	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	12990	22430	140	249	255	76	55	58	55	21	98	97	0	0.000	0.000	0.000	194	200	76	0.000	0.000	0.000	0.000	29	36	156	1140	100	0	0	0	194	39787	9.381	200	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13440	22430	140	131	138	48	59	62	59	23	89	76	0	0.000	0.000	0.000	72	79	77	0.000	0.000	0.000	0.000	34	37	156	1140	100	0	0	0	72	21514	3.304	79	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13850	22430	130	209	213	59	69	213	69	2503	0	0	0	0.000	0.000	0.000	140	144	78	0.000	0.000	0.000	0.000	27	1175	120	940	100	0	0	0	140	25511	0.000	144	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14170	22430	140	246	250	57	63	167	63	1077	0	0	0	0.000	0.000	0.000	183	187	79	0.000	0.000	0.000	0.000	22	644	156	1140	100	0	0	0	183	38964	0.077	187	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14570	22430	160	197	197	64	57	60	57	22	95	93	0	0.000	0.000	0.000	140	140	80	0.000	0.000	0.000	0.000	32	36	208	1512	100	0	0	0	140	40939	6.227	140	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	15000	22440	150	166	165	49	59	61	59	21	98	91	0	0.000	0.000	0.000	107	106	81	0.000	0.000	0.000	0.000	29	34	156	1272	100	0	0	0	107	25781	4.952	106	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15400	22450	150	175	177	53	58	61	58	21	100	95	0	0.000	0.000	0.000	117	119	82	0.000	0.000	0.000	0.000	29	34	156	1272	100	0	0	0	117	27622	5.524	119	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15820	22430	150	100	105	33	66	73	66	32	55	22	0	0.000	0.000	0.000	34	39	83	0.000	0.000	0.000	0.000	31	43	156	1272	100	0	0	0	34	16438	1.000	39	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16230	22430	160	99	101	34	63	64	63	20	68	45	0	0.000	0.000	0.000	36	38	84	0.000	0.000	0.000	0.000	33	31	208	1194	100	0	0	0	36	20916	1.850	38	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5390	22840	140	166	165	55	64	65	64	22	94	84	0	0.000	0.000	0.000	102	101	85	0.000	0.000	0.000	0.000	33	33	156	884	100	0	0	0	102	25691	4.545	101	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5790	22840	150	164	167	46	62	65	62	24	96	89	0	0.000	0.000	0.000	102	105	86	0.000	0.000	0.000	0.000	27	36	156	1272	100	0	0	0	102	26024	4.250	105	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6210	22840	150	161	174	64	60	64	60	22	97	92	0	0.000	0.000	0.000	101	114	87	0.000	0.000	0.000	0.000	36	34	156	1272	100	0	0	0	101	27167	5.000	114	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
1	4	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6610	22840	140	214	224	98	65	68	65	38	94	84	0	0.000	0.000	0.000	149	159	88	0.000	0.000	0.000	0.000	43	55	156	1140	100	0	0	0	149	34955	4.105	159	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
