ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/10 14:22:00"
"Settings=E:\Conboy\2025-01-31 Antibody Array\Settings\104sa1_450_33.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\s1-4.14.s1.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5280, 3560"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=26.3878"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.09532"
"Filters=<Empty>"
"ScanRegion=528,356,1636,1264"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	11	1	"Activin A "	"Activin A "	9400	3720	150	249	249	66	64	66	64	23	100	100	0	0.000	0.000	0.000	185	185	11	0.000	0.000	0.000	0.000	26	34	156	1146	100	0	0	0	185	38887	7.957	185	Error	"Not Defined"	"Activin A "
1	12	1	"Activin A "	"Activin A "	9800	3720	140	223	243	76	65	68	65	26	100	99	0	0.000	0.000	0.000	158	178	12	0.000	0.000	0.000	0.000	31	38	156	1044	100	0	0	0	158	37858	6.731	178	Error	"Not Defined"	"Activin A "
1	13	1	"Activin C"	"Activin C"	10260	3730	140	168	166	55	67	72	67	51	81	47	0	0.000	0.000	0.000	101	99	13	0.000	0.000	0.000	0.000	33	70	156	1070	100	0	0	0	101	25879	1.843	99	Error	"Not Defined"	"Activin C"
1	14	1	"Activin C"	"Activin C"	10660	3730	150	152	155	50	68	80	68	201	1	0	0	0.000	0.000	0.000	84	87	14	0.000	0.000	0.000	0.000	32	251	156	1176	100	0	0	0	84	24191	0.373	87	Error	"Not Defined"	"Activin C"
1	15	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	10980	3730	150	171	171	44	67	74	67	73	71	14	0	0.000	0.000	0.000	104	104	15	0.000	0.000	0.000	0.000	25	98	156	1176	100	0	0	0	104	26641	1.329	104	Error	"Not Defined"	"Activin RIB / ALK-4"
1	16	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	11390	3720	150	172	169	56	64	70	64	44	85	62	0	0.000	0.000	0.000	108	105	16	0.000	0.000	0.000	0.000	33	62	156	1146	100	0	0	0	108	26292	2.250	105	Error	"Not Defined"	"Activin RIB / ALK-4"
1	17	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	11810	3730	150	184	188	68	67	152	67	955	0	0	0	0.000	0.000	0.000	117	121	17	0.000	0.000	0.000	0.000	36	628	156	1176	100	0	0	0	117	29395	0.038	121	Error	"Not Defined"	"Adiponectin / Acrp30"
1	18	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	12220	3730	150	172	177	51	65	111	65	710	0	0	0	0.000	0.000	0.000	107	112	18	0.000	0.000	0.000	0.000	28	639	156	1176	100	0	0	0	107	27601	0.093	112	Error	"Not Defined"	"Adiponectin / Acrp30"
1	19	1	"AgRP"	"AgRP"	12630	3720	160	204	221	97	66	83	66	268	11	0	0	0.000	0.000	0.000	138	155	19	0.000	0.000	0.000	0.000	43	322	208	1308	100	0	0	0	138	45923	0.515	155	Error	"Not Defined"	"AgRP"
1	20	1	"AgRP"	"AgRP"	13030	3720	160	219	238	93	66	70	66	42	97	88	0	0.000	0.000	0.000	153	172	20	0.000	0.000	0.000	0.000	39	60	208	1308	100	0	0	0	153	49589	4.000	172	Error	"Not Defined"	"AgRP"
1	21	1	"ALCAM"	"ALCAM"	13390	3730	140	163	168	80	67	70	67	26	93	76	0	0.000	0.000	0.000	96	101	21	0.000	0.000	0.000	0.000	47	37	156	1070	100	0	0	0	96	26198	3.769	101	Error	"Not Defined"	"ALCAM"
1	22	1	"ALCAM"	"ALCAM"	13790	3730	140	164	170	49	67	70	67	26	96	85	0	0.000	0.000	0.000	97	103	22	0.000	0.000	0.000	0.000	28	37	156	1070	100	0	0	0	97	26585	3.846	103	Error	"Not Defined"	"ALCAM"
1	23	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14220	3720	150	181	186	57	64	65	64	22	97	93	0	0.000	0.000	0.000	117	122	23	0.000	0.000	0.000	0.000	30	33	156	1146	100	0	0	0	117	28998	5.500	122	Error	"Not Defined"	"Angiopoietin-like 2"
1	24	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14620	3720	150	196	197	67	65	69	65	28	98	92	0	0.000	0.000	0.000	131	132	24	0.000	0.000	0.000	0.000	34	40	156	1146	100	0	0	0	131	30690	4.571	132	Error	"Not Defined"	"Angiopoietin-like 2"
1	25	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	14980	3730	150	162	165	46	67	79	67	194	3	0	0	0.000	0.000	0.000	95	98	25	0.000	0.000	0.000	0.000	27	245	156	1176	100	0	0	0	95	25663	0.443	98	Error	"Not Defined"	"Angiopoietin-like 3"
1	26	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	15370	3720	150	173	172	46	65	68	65	24	97	91	0	0.000	0.000	0.000	108	107	26	0.000	0.000	0.000	0.000	26	35	156	1146	100	0	0	0	108	26759	4.333	107	Error	"Not Defined"	"Angiopoietin-like 3"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15810	3720	140	118	126	46	68	80	68	190	0	0	0	0.000	0.000	0.000	50	58	27	0.000	0.000	0.000	0.000	36	237	156	1044	100	0	0	0	50	19615	0.242	58	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16210	3730	150	91	93	28	65	69	65	28	46	16	0	0.000	0.000	0.000	26	28	28	0.000	0.000	0.000	0.000	30	40	156	1018	100	0	0	0	26	14573	0.857	28	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5450	4120	150	176	181	55	65	69	65	31	96	82	0	0.000	0.000	0.000	111	116	29	0.000	0.000	0.000	0.000	30	44	156	1176	100	0	0	0	111	28238	3.613	116	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5860	4120	150	156	159	51	63	67	63	25	92	83	0	0.000	0.000	0.000	93	96	30	0.000	0.000	0.000	0.000	32	37	156	1272	100	0	0	0	93	24869	3.680	96	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6180	4120	160	156	158	51	65	67	65	23	92	80	0	0.000	0.000	0.000	91	93	31	0.000	0.000	0.000	0.000	32	34	208	1506	100	0	0	0	91	32782	3.957	93	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6580	4130	150	145	150	50	65	68	65	24	89	78	0	0.000	0.000	0.000	80	85	32	0.000	0.000	0.000	0.000	33	35	156	1272	100	0	0	0	80	23474	3.417	85	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	7020	4130	150	362	372	101	64	67	64	33	100	99	0	0.000	0.000	0.000	298	308	33	0.000	0.000	0.000	0.000	27	49	156	1272	100	0	0	0	298	58084	9.242	308	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7420	4130	140	416	423	110	61	65	61	59	99	98	0	0.000	0.000	0.000	355	362	34	0.000	0.000	0.000	0.000	26	90	156	1140	100	0	0	0	355	65934	6.068	362	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7830	4110	160	254	264	97	62	64	62	23	97	96	0	0.000	0.000	0.000	192	202	35	0.000	0.000	0.000	0.000	36	35	208	1512	100	0	0	0	192	54920	8.696	202	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8230	4110	160	231	240	88	63	66	63	26	96	93	0	0.000	0.000	0.000	168	177	36	0.000	0.000	0.000	0.000	36	39	208	1512	100	0	0	0	168	49838	6.692	177	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8590	4120	150	493	497	131	62	64	62	24	99	99	0	0.000	0.000	0.000	431	435	37	0.000	0.000	0.000	0.000	26	37	156	1272	100	0	0	0	431	77520	18.042	435	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8990	4120	150	514	513	113	64	66	64	27	99	99	0	0.000	0.000	0.000	450	449	38	0.000	0.000	0.000	0.000	22	40	156	1272	100	0	0	0	450	80064	16.556	449	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9420	4120	150	172	180	62	64	66	64	25	99	92	0	0.000	0.000	0.000	108	116	39	0.000	0.000	0.000	0.000	34	37	156	1272	100	0	0	0	108	28052	4.560	116	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9820	4120	140	224	228	65	66	69	66	26	100	96	0	0.000	0.000	0.000	158	162	40	0.000	0.000	0.000	0.000	28	37	156	1140	100	0	0	0	158	35556	6.115	162	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10180	4120	140	181	182	50	67	72	67	34	93	86	0	0.000	0.000	0.000	114	115	41	0.000	0.000	0.000	0.000	27	47	156	1140	100	0	0	0	114	28383	3.235	115	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10570	4130	150	171	176	50	70	75	70	43	91	66	0	0.000	0.000	0.000	101	106	42	0.000	0.000	0.000	0.000	28	57	156	1272	100	0	0	0	101	27392	2.349	106	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	11000	4110	150	215	219	58	68	73	68	32	99	93	0	0.000	0.000	0.000	147	151	43	0.000	0.000	0.000	0.000	26	43	156	1272	100	0	0	0	147	34235	4.563	151	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11410	4110	150	224	230	73	69	76	69	60	92	69	0	0.000	0.000	0.000	155	161	44	0.000	0.000	0.000	0.000	31	78	156	1272	100	0	0	0	155	35865	2.567	161	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11850	4120	160	264	258	85	65	69	65	28	93	92	0	0.000	0.000	0.000	199	193	45	0.000	0.000	0.000	0.000	32	40	208	1512	100	0	0	0	199	53610	6.750	193	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12250	4120	150	266	275	63	68	72	68	33	100	100	0	0.000	0.000	0.000	198	207	46	0.000	0.000	0.000	0.000	22	45	156	1272	100	0	0	0	198	42952	6.152	207	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12580	4120	170	233	239	60	66	74	66	104	87	24	0	0.000	0.000	0.000	167	173	47	0.000	0.000	0.000	0.000	25	140	208	1654	100	0	0	0	167	49788	1.587	173	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12980	4120	160	227	230	71	69	74	69	46	95	83	0	0.000	0.000	0.000	158	161	48	0.000	0.000	0.000	0.000	30	62	208	1512	100	0	0	0	158	47736	3.391	161	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13420	4130	150	135	137	46	66	70	66	28	82	58	0	0.000	0.000	0.000	69	71	49	0.000	0.000	0.000	0.000	33	40	156	1272	100	0	0	0	69	21351	2.393	71	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13810	4120	140	120	117	43	68	72	68	30	63	37	0	0.000	0.000	0.000	52	49	50	0.000	0.000	0.000	0.000	36	41	156	1140	100	0	0	0	52	18319	1.500	49	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14230	4110	120	101	102	60	70	74	70	43	34	4	0	0.000	0.000	0.000	31	32	51	0.000	0.000	0.000	0.000	58	58	120	820	100	0	0	0	31	12252	0.651	32	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14650	4090	150	103	109	35	68	73	68	32	55	23	0	0.000	0.000	0.000	35	41	52	0.000	0.000	0.000	0.000	32	43	156	1272	100	0	0	0	35	16950	1.125	41	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14990	4120	140	200	199	63	67	73	67	50	91	65	0	0.000	0.000	0.000	133	132	53	0.000	0.000	0.000	0.000	31	68	156	1140	100	0	0	0	133	31054	2.520	132	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15390	4120	140	204	207	73	69	74	69	36	95	76	0	0.000	0.000	0.000	135	138	54	0.000	0.000	0.000	0.000	35	48	156	1140	100	0	0	0	135	32254	3.694	138	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15820	4130	160	121	125	45	66	70	66	26	76	51	0	0.000	0.000	0.000	55	59	55	0.000	0.000	0.000	0.000	36	37	208	1512	100	0	0	0	55	25896	2.115	59	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16210	4130	150	134	140	54	67	71	67	28	78	55	0	0.000	0.000	0.000	67	73	56	0.000	0.000	0.000	0.000	38	39	156	1114	100	0	0	0	67	21768	2.464	73	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5390	4540	150	161	162	43	64	68	64	34	93	75	0	0.000	0.000	0.000	97	98	57	0.000	0.000	0.000	0.000	26	50	156	972	100	0	0	0	97	25214	2.765	98	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5790	4540	150	160	167	46	62	65	62	25	97	91	0	0.000	0.000	0.000	98	105	58	0.000	0.000	0.000	0.000	27	38	156	1272	100	0	0	0	98	26108	4.080	105	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6210	4520	140	143	145	41	63	66	63	23	91	85	0	0.000	0.000	0.000	80	82	59	0.000	0.000	0.000	0.000	28	34	156	1140	100	0	0	0	80	22682	3.435	82	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6620	4520	150	142	145	44	64	67	64	25	91	73	0	0.000	0.000	0.000	78	81	60	0.000	0.000	0.000	0.000	30	37	156	1272	100	0	0	0	78	22559	3.120	81	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7050	4510	150	150	153	46	63	65	63	23	94	83	0	0.000	0.000	0.000	87	90	61	0.000	0.000	0.000	0.000	30	35	156	1272	100	0	0	0	87	23943	3.826	90	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7450	4520	140	160	165	56	61	65	61	59	77	36	0	0.000	0.000	0.000	99	104	62	0.000	0.000	0.000	0.000	33	90	156	1140	100	0	0	0	99	25706	1.695	104	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7790	4520	150	125	130	44	63	65	63	26	82	59	0	0.000	0.000	0.000	62	67	63	0.000	0.000	0.000	0.000	33	40	156	1272	100	0	0	0	62	20242	2.500	67	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8180	4510	150	113	116	41	65	67	65	26	72	45	0	0.000	0.000	0.000	48	51	64	0.000	0.000	0.000	0.000	35	38	156	1272	100	0	0	0	48	18031	1.885	51	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8620	4530	140	214	215	61	62	65	62	24	98	94	0	0.000	0.000	0.000	152	153	65	0.000	0.000	0.000	0.000	28	36	156	1140	100	0	0	0	152	33583	6.250	153	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9020	4520	160	183	184	76	63	65	63	26	88	80	0	0.000	0.000	0.000	120	121	66	0.000	0.000	0.000	0.000	41	40	208	1512	100	0	0	0	120	38236	4.577	121	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9440	4510	160	181	185	63	64	66	64	28	95	85	0	0.000	0.000	0.000	117	121	67	0.000	0.000	0.000	0.000	34	42	208	1512	100	0	0	0	117	38573	4.250	121	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9830	4510	160	194	191	60	63	67	63	34	91	83	0	0.000	0.000	0.000	131	128	68	0.000	0.000	0.000	0.000	31	50	208	1512	100	0	0	0	131	39677	3.647	128	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10190	4520	140	301	318	92	67	74	67	49	99	97	0	0.000	0.000	0.000	234	251	69	0.000	0.000	0.000	0.000	28	66	156	1140	100	0	0	0	234	49604	4.980	251	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10590	4520	150	321	341	118	69	71	69	29	100	99	0	0.000	0.000	0.000	252	272	70	0.000	0.000	0.000	0.000	34	40	156	1272	100	0	0	0	252	53144	9.310	272	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11020	4520	140	236	254	88	66	70	66	27	100	98	0	0.000	0.000	0.000	170	188	71	0.000	0.000	0.000	0.000	34	38	156	1140	100	0	0	0	170	39549	6.815	188	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11420	4520	140	316	325	96	67	70	67	26	99	98	0	0.000	0.000	0.000	249	258	72	0.000	0.000	0.000	0.000	29	37	156	1140	100	0	0	0	249	50663	9.808	258	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11770	4520	150	165	170	47	67	70	67	26	96	89	0	0.000	0.000	0.000	98	103	73	0.000	0.000	0.000	0.000	27	37	156	1272	100	0	0	0	98	26578	3.846	103	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12170	4520	160	136	138	42	65	68	65	24	86	74	0	0.000	0.000	0.000	71	73	74	0.000	0.000	0.000	0.000	30	35	208	1512	100	0	0	0	71	28727	2.917	73	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12600	4510	150	268	269	68	65	70	65	80	96	76	0	0.000	0.000	0.000	203	204	75	0.000	0.000	0.000	0.000	25	114	156	1272	100	0	0	0	203	42040	2.488	204	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	13000	4510	150	295	299	79	67	74	67	59	100	94	0	0.000	0.000	0.000	228	232	76	0.000	0.000	0.000	0.000	26	79	156	1272	100	0	0	0	228	46589	3.814	232	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13450	4520	140	156	159	46	67	73	67	73	65	12	0	0.000	0.000	0.000	89	92	77	0.000	0.000	0.000	0.000	28	100	156	1140	100	0	0	0	89	24737	1.178	92	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13850	4520	150	168	170	46	67	73	67	115	39	0	0	0.000	0.000	0.000	101	103	78	0.000	0.000	0.000	0.000	27	157	156	1272	100	0	0	0	101	26515	0.843	103	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14170	4510	160	284	283	82	67	81	67	306	12	0	0	0.000	0.000	0.000	217	216	79	0.000	0.000	0.000	0.000	28	377	208	1506	100	0	0	0	217	58806	0.660	216	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14580	4510	150	267	267	62	65	68	65	24	100	100	0	0.000	0.000	0.000	202	202	80	0.000	0.000	0.000	0.000	23	35	156	1272	100	0	0	0	202	41711	8.292	202	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	15010	4530	150	206	205	50	63	66	63	24	99	98	0	0.000	0.000	0.000	143	142	81	0.000	0.000	0.000	0.000	24	36	156	1272	100	0	0	0	143	31911	5.792	142	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15400	4540	150	234	236	66	67	72	67	46	98	87	0	0.000	0.000	0.000	167	169	82	0.000	0.000	0.000	0.000	27	63	156	1272	100	0	0	0	167	36845	3.565	169	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15830	4520	150	117	117	34	71	76	71	43	53	9	0	0.000	0.000	0.000	46	46	83	0.000	0.000	0.000	0.000	29	56	156	1272	100	0	0	0	46	18251	0.953	46	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16230	4530	170	99	100	34	67	74	67	78	10	0	0	0.000	0.000	0.000	32	33	84	0.000	0.000	0.000	0.000	34	105	208	1294	100	0	0	0	32	20895	0.333	33	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5400	4920	150	144	148	44	63	68	63	35	89	60	0	0.000	0.000	0.000	81	85	85	0.000	0.000	0.000	0.000	29	51	156	1010	100	0	0	0	81	23027	2.286	85	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5800	4920	150	150	153	68	64	69	64	56	71	25	0	0.000	0.000	0.000	86	89	86	0.000	0.000	0.000	0.000	44	81	156	1272	100	0	0	0	86	23817	1.500	89	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6220	4920	160	153	168	70	61	64	61	22	91	85	0	0.000	0.000	0.000	92	107	87	0.000	0.000	0.000	0.000	41	34	208	1512	100	0	0	0	92	34873	4.727	107	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
1	4	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6620	4920	150	170	174	52	61	63	61	22	99	94	0	0.000	0.000	0.000	109	113	88	0.000	0.000	0.000	0.000	29	34	156	1272	100	0	0	0	109	27145	5.045	113	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
