ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/10 15:43:34"
"Settings=E:\Conboy\2025-02-10\settings\S5-8.93.S5.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s5-8.93.s1.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5240, 3440"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=28.3105"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.25068"
"Filters=<Empty>"
"ScanRegion=524,344,1632,1252"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15810	3560	150	267	276	93	115	118	115	38	92	78	0	0.000	0.000	0.000	152	161	27	0.000	0.000	0.000	0.000	33	32	156	1010	100	0	0	0	152	42995	4.158	161	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16210	3560	140	192	199	51	115	118	115	35	83	56	0	0.000	0.000	0.000	77	84	28	0.000	0.000	0.000	0.000	25	29	156	685	100	0	0	0	77	31109	2.314	84	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5460	3950	150	710	727	184	136	140	136	49	100	100	0	0.000	0.000	0.000	574	591	29	0.000	0.000	0.000	0.000	25	35	156	1272	100	0	0	0	574	113375	11.980	591	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5860	3950	150	668	671	145	138	141	138	39	100	100	0	0.000	0.000	0.000	530	533	30	0.000	0.000	0.000	0.000	21	27	156	1272	100	0	0	0	530	104652	13.590	533	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6190	3950	160	596	605	161	137	141	137	40	98	98	0	0.000	0.000	0.000	459	468	31	0.000	0.000	0.000	0.000	26	28	208	1512	100	0	0	0	459	125804	11.600	468	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6590	3950	160	578	587	162	138	141	138	44	98	98	0	0.000	0.000	0.000	440	449	32	0.000	0.000	0.000	0.000	27	31	208	1512	100	0	0	0	440	122030	10.136	449	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	7020	3960	140	1098	1167	322	136	139	136	40	100	100	0	0.000	0.000	0.000	962	1031	33	0.000	0.000	0.000	0.000	27	28	156	1140	100	0	0	0	962	182022	25.700	1031	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7440	3960	140	1236	1247	353	139	142	139	42	100	100	0	0.000	0.000	0.000	1097	1108	34	0.000	0.000	0.000	0.000	28	29	156	1140	100	0	0	0	1097	194462	26.310	1108	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7840	3940	160	752	823	334	136	141	136	46	100	99	0	0.000	0.000	0.000	616	687	35	0.000	0.000	0.000	0.000	40	32	208	1512	100	0	0	0	616	171201	14.826	687	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8240	3940	160	680	763	313	132	137	132	47	96	95	0	0.000	0.000	0.000	548	631	36	0.000	0.000	0.000	0.000	41	34	208	1512	100	0	0	0	548	158687	13.319	631	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8590	3950	140	957	930	263	122	129	122	107	96	95	0	0.000	0.000	0.000	835	808	37	0.000	0.000	0.000	0.000	28	82	156	1140	100	0	0	0	835	145047	7.486	808	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8990	3950	130	1130	1149	207	121	124	121	46	100	100	0	0.000	0.000	0.000	1009	1028	38	0.000	0.000	0.000	0.000	18	37	120	940	100	0	0	0	1009	137925	22.283	1028	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9420	3950	140	423	437	114	122	124	122	37	98	98	0	0.000	0.000	0.000	301	315	39	0.000	0.000	0.000	0.000	26	29	156	1140	100	0	0	0	301	68223	8.459	315	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9820	3950	140	525	538	148	124	127	124	38	98	98	0	0.000	0.000	0.000	401	414	40	0.000	0.000	0.000	0.000	27	29	156	1140	100	0	0	0	401	83861	10.816	414	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10180	3950	150	462	471	121	130	132	130	38	100	100	0	0.000	0.000	0.000	332	341	41	0.000	0.000	0.000	0.000	25	28	156	1272	100	0	0	0	332	73476	8.921	341	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10580	3950	150	473	471	109	132	134	132	38	100	100	0	0.000	0.000	0.000	341	339	42	0.000	0.000	0.000	0.000	23	28	156	1272	100	0	0	0	341	73522	8.868	339	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	11000	3940	140	650	650	180	130	134	130	61	98	98	0	0.000	0.000	0.000	520	520	43	0.000	0.000	0.000	0.000	27	45	156	1140	100	0	0	0	520	101384	8.459	520	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11400	3950	140	617	625	166	131	132	131	39	98	98	0	0.000	0.000	0.000	486	494	44	0.000	0.000	0.000	0.000	26	29	156	1140	100	0	0	0	486	97483	12.641	494	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11860	3950	140	671	685	145	129	132	129	38	100	100	0	0.000	0.000	0.000	542	556	45	0.000	0.000	0.000	0.000	21	28	156	1140	100	0	0	0	542	106862	14.553	556	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12260	3950	140	743	757	179	130	134	130	40	100	100	0	0.000	0.000	0.000	613	627	46	0.000	0.000	0.000	0.000	23	29	156	1140	100	0	0	0	613	118109	15.575	627	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12580	3950	150	806	825	174	127	130	127	40	100	100	0	0.000	0.000	0.000	679	698	47	0.000	0.000	0.000	0.000	21	30	156	1272	100	0	0	0	679	128665	17.375	698	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12980	3950	150	708	731	147	118	121	118	40	100	100	0	0.000	0.000	0.000	590	613	48	0.000	0.000	0.000	0.000	20	33	156	1272	100	0	0	0	590	114022	15.250	613	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13410	3960	150	333	326	104	118	121	118	37	95	86	0	0.000	0.000	0.000	215	208	49	0.000	0.000	0.000	0.000	31	30	156	1272	100	0	0	0	215	50787	5.541	208	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13820	3960	150	256	269	98	120	132	120	114	58	21	0	0.000	0.000	0.000	136	149	50	0.000	0.000	0.000	0.000	36	86	156	1272	100	0	0	0	136	41908	1.202	149	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14240	3950	150	294	299	80	114	116	114	35	100	92	0	0.000	0.000	0.000	180	185	51	0.000	0.000	0.000	0.000	26	30	156	1272	100	0	0	0	180	46629	5.229	185	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14640	3950	150	299	307	75	113	115	113	35	100	96	0	0.000	0.000	0.000	186	194	52	0.000	0.000	0.000	0.000	24	30	156	1272	100	0	0	0	186	47826	5.486	194	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14990	3960	150	658	655	170	116	118	116	37	98	97	0	0.000	0.000	0.000	542	539	53	0.000	0.000	0.000	0.000	25	31	156	1272	100	0	0	0	542	102146	14.514	539	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15390	3960	140	624	621	174	117	120	117	36	98	98	0	0.000	0.000	0.000	507	504	54	0.000	0.000	0.000	0.000	28	30	156	1140	100	0	0	0	507	96870	13.917	504	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15820	3960	150	333	337	94	114	116	114	33	98	94	0	0.000	0.000	0.000	219	223	55	0.000	0.000	0.000	0.000	27	28	156	1272	100	0	0	0	219	52537	6.697	223	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16220	3960	150	309	327	95	115	117	115	34	99	98	0	0.000	0.000	0.000	194	212	56	0.000	0.000	0.000	0.000	29	29	156	934	100	0	0	0	194	50971	6.176	212	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5380	4360	150	505	521	125	137	139	137	39	100	100	0	0.000	0.000	0.000	368	384	57	0.000	0.000	0.000	0.000	23	28	156	1080	100	0	0	0	368	81285	9.795	384	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5790	4360	150	529	549	124	150	224	150	267	87	13	0	0.000	0.000	0.000	379	399	58	0.000	0.000	0.000	0.000	22	119	156	1272	100	0	0	0	379	85669	1.217	399	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6220	4350	150	407	423	114	138	142	138	49	99	97	0	0.000	0.000	0.000	269	285	59	0.000	0.000	0.000	0.000	26	34	156	1272	100	0	0	0	269	65976	5.735	285	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6620	4350	140	444	452	115	138	141	138	40	100	99	0	0.000	0.000	0.000	306	314	60	0.000	0.000	0.000	0.000	25	28	156	1140	100	0	0	0	306	70463	7.775	314	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7050	4340	150	555	574	145	138	140	138	39	100	100	0	0.000	0.000	0.000	417	436	61	0.000	0.000	0.000	0.000	25	27	156	1272	100	0	0	0	417	89615	11.128	436	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7450	4340	150	586	612	171	141	143	141	42	100	100	0	0.000	0.000	0.000	445	471	62	0.000	0.000	0.000	0.000	27	29	156	1272	100	0	0	0	445	95439	11.167	471	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7790	4340	160	307	321	110	141	142	141	41	91	84	0	0.000	0.000	0.000	166	180	63	0.000	0.000	0.000	0.000	34	28	208	1512	100	0	0	0	166	66866	4.366	180	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8190	4340	160	289	298	107	136	139	136	45	87	74	0	0.000	0.000	0.000	153	162	64	0.000	0.000	0.000	0.000	35	32	208	1512	100	0	0	0	153	61957	3.533	162	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8620	4360	130	568	570	137	122	128	122	49	100	100	0	0.000	0.000	0.000	446	448	65	0.000	0.000	0.000	0.000	24	38	120	940	100	0	0	0	446	68370	9.020	448	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9030	4360	130	538	566	229	125	131	125	82	99	96	0	0.000	0.000	0.000	413	441	66	0.000	0.000	0.000	0.000	40	62	120	940	100	0	0	0	413	67894	5.305	441	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9440	4340	140	467	512	200	122	128	122	48	100	100	0	0.000	0.000	0.000	345	390	67	0.000	0.000	0.000	0.000	39	37	156	1140	100	0	0	0	345	79910	8.000	390	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9840	4340	140	527	550	162	124	127	124	53	100	99	0	0.000	0.000	0.000	403	426	68	0.000	0.000	0.000	0.000	29	41	156	1140	100	0	0	0	403	85860	7.981	426	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10190	4350	140	1060	1329	696	131	135	131	54	100	100	0	0.000	0.000	0.000	929	1198	69	0.000	0.000	0.000	0.000	52	40	156	1140	100	0	0	0	929	207262	22.111	1198	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10590	4350	140	1208	1385	644	133	135	133	39	100	99	0	0.000	0.000	0.000	1075	1252	70	0.000	0.000	0.000	0.000	46	28	156	1140	100	0	0	0	1075	216012	32.051	1252	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11020	4350	140	486	498	128	130	133	130	39	100	100	0	0.000	0.000	0.000	356	368	71	0.000	0.000	0.000	0.000	25	29	156	1140	100	0	0	0	356	77749	9.359	368	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11420	4350	150	571	589	164	132	133	132	38	100	100	0	0.000	0.000	0.000	439	457	72	0.000	0.000	0.000	0.000	27	28	156	1272	100	0	0	0	439	91927	12.000	457	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11770	4350	150	451	466	99	132	135	132	40	100	99	0	0.000	0.000	0.000	319	334	73	0.000	0.000	0.000	0.000	21	29	156	1272	100	0	0	0	319	72760	8.275	334	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12180	4350	150	477	484	111	129	131	129	38	100	100	0	0.000	0.000	0.000	348	355	74	0.000	0.000	0.000	0.000	22	29	156	1272	100	0	0	0	348	75449	9.289	355	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12600	4350	140	1272	1335	344	130	132	130	43	98	98	0	0.000	0.000	0.000	1142	1205	75	0.000	0.000	0.000	0.000	25	32	156	1140	100	0	0	0	1142	208270	27.977	1205	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	13000	4350	140	1377	1388	419	122	128	122	52	98	97	0	0.000	0.000	0.000	1255	1266	76	0.000	0.000	0.000	0.000	30	40	156	1140	100	0	0	0	1255	216558	24.231	1266	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13450	4350	140	293	316	98	115	118	115	39	96	95	0	0.000	0.000	0.000	178	201	77	0.000	0.000	0.000	0.000	31	33	156	1140	100	0	0	0	178	49284	5.077	201	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13860	4350	140	317	328	111	118	128	118	117	80	37	0	0.000	0.000	0.000	199	210	78	0.000	0.000	0.000	0.000	33	91	156	1140	100	0	0	0	199	51125	1.709	210	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14180	4350	160	706	732	242	118	120	118	36	98	97	0	0.000	0.000	0.000	588	614	79	0.000	0.000	0.000	0.000	33	30	208	1506	100	0	0	0	588	152201	17.000	614	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14580	4350	160	736	765	249	116	118	116	36	98	96	0	0.000	0.000	0.000	620	649	80	0.000	0.000	0.000	0.000	32	30	208	1512	100	0	0	0	620	159199	17.972	649	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	15010	4380	150	476	484	106	118	122	118	40	100	100	0	0.000	0.000	0.000	358	366	81	0.000	0.000	0.000	0.000	21	32	156	1272	100	0	0	0	358	75536	9.050	366	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15410	4380	150	504	522	123	119	121	119	36	100	100	0	0.000	0.000	0.000	385	403	82	0.000	0.000	0.000	0.000	23	29	156	1272	100	0	0	0	385	81465	11.139	403	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15840	4360	150	332	334	75	117	119	117	36	100	97	0	0.000	0.000	0.000	215	217	83	0.000	0.000	0.000	0.000	22	30	156	1272	100	0	0	0	215	52161	5.972	217	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16240	4360	140	359	389	160	122	155	122	201	68	7	0	0.000	0.000	0.000	237	267	84	0.000	0.000	0.000	0.000	41	129	156	778	100	0	0	0	237	60716	1.164	267	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5400	4750	150	447	468	133	138	139	138	40	98	98	0	0.000	0.000	0.000	309	330	85	0.000	0.000	0.000	0.000	28	28	156	1146	100	0	0	0	309	73031	8.225	330	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5810	4750	140	426	448	137	140	143	140	43	98	98	0	0.000	0.000	0.000	286	308	86	0.000	0.000	0.000	0.000	30	30	156	1140	100	0	0	0	286	69839	7.093	308	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6230	4750	160	442	506	254	139	142	139	39	97	95	0	0.000	0.000	0.000	303	367	87	0.000	0.000	0.000	0.000	50	27	208	1512	100	0	0	0	303	105145	9.333	367	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
