ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/11 16:06:15"
"Settings=E:\Conboy\2025-02-10\settings\S13-16.4.S16.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s13-16.4.s16.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5280, 56960"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=28.5852"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.29692"
"Filters=<Empty>"
"ScanRegion=528,5696,1636,6604"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	11	1	"Activin A "	"Activin A "	9390	57120	140	605	741	373	97	100	97	36	99	98	0	0.000	0.000	0.000	508	644	11	0.000	0.000	0.000	0.000	50	36	156	1044	100	0	0	0	508	115593	17.806	644	Error	"Not Defined"	"Activin A "
1	12	1	"Activin A "	"Activin A "	9790	57120	140	839	832	427	108	113	108	43	98	93	0	0.000	0.000	0.000	731	724	12	0.000	0.000	0.000	0.000	51	38	156	1044	100	0	0	0	731	129765	16.721	724	Error	"Not Defined"	"Activin A "
1	13	1	"Activin C"	"Activin C"	10240	57120	140	176	180	51	111	130	111	313	0	0	0	0.000	0.000	0.000	65	69	13	0.000	0.000	0.000	0.000	28	240	156	1044	100	0	0	0	65	28057	0.160	69	Error	"Not Defined"	"Activin C"
1	14	1	"Activin C"	"Activin C"	10630	57120	140	174	179	58	108	112	108	42	67	37	0	0.000	0.000	0.000	66	71	14	0.000	0.000	0.000	0.000	32	37	156	1044	100	0	0	0	66	27989	1.595	71	Error	"Not Defined"	"Activin C"
1	15	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	10970	57110	150	258	268	88	103	104	103	33	96	93	0	0.000	0.000	0.000	155	165	15	0.000	0.000	0.000	0.000	32	31	156	1114	100	0	0	0	155	41834	4.970	165	Error	"Not Defined"	"Activin RIB / ALK-4"
1	16	1	"Activin RIB / ALK-4"	"Activin RIB / ALK-4"	11370	57120	160	240	237	64	101	105	101	37	92	85	0	0.000	0.000	0.000	139	136	16	0.000	0.000	0.000	0.000	27	35	208	1308	100	0	0	0	139	49372	3.568	136	Error	"Not Defined"	"Activin RIB / ALK-4"
1	17	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	11800	57130	150	261	290	110	103	105	103	34	96	90	0	0.000	0.000	0.000	158	187	17	0.000	0.000	0.000	0.000	37	32	156	1176	100	0	0	0	158	45210	5.441	187	Error	"Not Defined"	"Adiponectin / Acrp30"
1	18	1	"Adiponectin / Acrp30"	"Adiponectin / Acrp30"	12200	57130	150	313	374	181	102	103	102	32	99	97	0	0.000	0.000	0.000	211	272	18	0.000	0.000	0.000	0.000	48	31	156	1176	100	0	0	0	211	58329	8.469	272	Error	"Not Defined"	"Adiponectin / Acrp30"
1	19	1	"AgRP"	"AgRP"	12620	57120	160	348	462	319	99	103	99	40	98	96	0	0.000	0.000	0.000	249	363	19	0.000	0.000	0.000	0.000	69	38	208	1308	100	0	0	0	249	96124	8.975	363	Error	"Not Defined"	"AgRP"
1	20	1	"AgRP"	"AgRP"	13020	57110	160	444	542	303	99	102	99	34	98	98	0	0.000	0.000	0.000	345	443	20	0.000	0.000	0.000	0.000	55	33	208	1272	100	0	0	0	345	112798	12.941	443	Error	"Not Defined"	"AgRP"
1	21	1	"ALCAM"	"ALCAM"	13380	57130	150	210	218	61	105	106	105	36	91	73	0	0.000	0.000	0.000	105	113	21	0.000	0.000	0.000	0.000	27	33	156	1176	100	0	0	0	105	33935	3.111	113	Error	"Not Defined"	"ALCAM"
1	22	1	"ALCAM"	"ALCAM"	13780	57130	140	221	231	64	110	114	110	48	89	65	0	0.000	0.000	0.000	111	121	22	0.000	0.000	0.000	0.000	27	42	156	1070	100	0	0	0	111	36024	2.438	121	Error	"Not Defined"	"ALCAM"
1	23	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14210	57120	160	966	922	389	118	122	118	39	95	94	0	0.000	0.000	0.000	848	804	23	0.000	0.000	0.000	0.000	42	31	208	1308	100	0	0	0	848	191683	20.513	804	Error	"Not Defined"	"Angiopoietin-like 2"
1	24	1	"Angiopoietin-like 2"	"Angiopoietin-like 2"	14600	57120	150	1304	1317	259	127	133	127	50	100	100	0	0.000	0.000	0.000	1177	1190	24	0.000	0.000	0.000	0.000	19	37	156	1146	100	0	0	0	1177	205382	23.680	1190	Error	"Not Defined"	"Angiopoietin-like 2"
1	25	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	14960	57120	160	185	186	55	124	132	124	49	56	25	0	0.000	0.000	0.000	61	62	25	0.000	0.000	0.000	0.000	29	37	208	1308	100	0	0	0	61	38783	1.102	62	Error	"Not Defined"	"Angiopoietin-like 3"
1	26	1	"Angiopoietin-like 3"	"Angiopoietin-like 3"	15360	57120	150	205	212	56	122	125	122	38	83	54	0	0.000	0.000	0.000	83	90	26	0.000	0.000	0.000	0.000	26	30	156	1146	100	0	0	0	83	33003	2.289	90	Error	"Not Defined"	"Angiopoietin-like 3"
1	27	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	15790	57120	140	212	218	63	113	117	113	40	85	60	0	0.000	0.000	0.000	99	105	27	0.000	0.000	0.000	0.000	28	34	156	1044	100	0	0	0	99	33999	2.525	105	Error	"Not Defined"	"AR (Amphiregulin)"
1	28	1	"AR (Amphiregulin)"	"AR (Amphiregulin)"	16180	57130	120	173	173	49	107	123	107	78	40	5	0	0.000	0.000	0.000	66	66	28	0.000	0.000	0.000	0.000	28	63	120	810	100	0	0	0	66	20813	0.641	66	Error	"Not Defined"	"AR (Amphiregulin)"
1	1	2	"Artemin"	"Artemin"	5440	57520	160	374	392	166	107	122	107	77	94	77	0	0.000	0.000	0.000	267	285	29	0.000	0.000	0.000	0.000	42	63	208	1308	100	0	0	0	267	81450	3.506	285	Error	"Not Defined"	"Artemin"
1	2	2	"Artemin"	"Artemin"	5840	57520	150	534	596	227	96	105	96	56	100	100	0	0.000	0.000	0.000	438	500	30	0.000	0.000	0.000	0.000	38	53	156	1259	100	0	0	0	438	93035	8.768	500	Error	"Not Defined"	"Artemin"
1	3	2	"Axl"	"Axl"	6140	57550	160	452	448	172	95	101	95	39	98	95	0	0.000	0.000	0.000	357	353	31	0.000	0.000	0.000	0.000	38	38	208	1488	100	0	0	0	357	93219	8.897	353	Error	"Not Defined"	"Axl"
1	4	2	"Axl"	"Axl"	6570	57510	160	469	456	138	101	107	101	52	96	93	0	0.000	0.000	0.000	368	355	32	0.000	0.000	0.000	0.000	30	48	208	1512	100	0	0	0	368	94944	6.712	355	Error	"Not Defined"	"Axl"
1	5	2	"b FGF"	"b FGF"	7000	57530	130	901	1151	850	126	138	126	66	100	100	0	0.000	0.000	0.000	775	1025	33	0.000	0.000	0.000	0.000	73	47	120	940	100	0	0	0	775	138095	15.348	1025	Error	"Not Defined"	"b FGF"
1	6	2	"b FGF"	"b FGF"	7410	57530	150	1134	1177	326	105	109	105	37	99	99	0	0.000	0.000	0.000	1029	1072	34	0.000	0.000	0.000	0.000	27	33	156	1272	100	0	0	0	1029	183632	28.865	1072	Error	"Not Defined"	"b FGF"
1	7	2	"B7-1/CD80"	"B7-1/CD80"	7820	57510	160	498	517	184	99	105	99	38	97	96	0	0.000	0.000	0.000	399	418	35	0.000	0.000	0.000	0.000	35	36	208	1512	100	0	0	0	399	107454	10.842	418	Error	"Not Defined"	"B7-1/CD80"
1	8	2	"B7-1/CD80"	"B7-1/CD80"	8220	57510	160	465	500	212	93	97	93	35	96	93	0	0.000	0.000	0.000	372	407	36	0.000	0.000	0.000	0.000	42	36	208	1512	100	0	0	0	372	104050	11.514	407	Error	"Not Defined"	"B7-1/CD80"
1	9	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8580	57520	140	583	582	136	93	96	93	36	100	100	0	0.000	0.000	0.000	490	489	37	0.000	0.000	0.000	0.000	23	37	156	1140	100	0	0	0	490	90850	13.500	489	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	10	2	"BAFF R / TNFRSF13C"	"BAFF R / TNFRSF13C"	8980	57520	140	624	1115	2503	94	97	94	33	100	100	0	0.000	0.000	0.000	530	1021	38	0.000	0.000	0.000	0.000	224	34	156	1140	100	0	0	0	530	173993	30.848	1021	Error	"Not Defined"	"BAFF R / TNFRSF13C"
1	11	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9410	57520	140	459	519	270	99	103	99	37	98	96	0	0.000	0.000	0.000	360	420	39	0.000	0.000	0.000	0.000	52	35	156	1140	100	0	0	0	360	80908	11.243	420	Error	"Not Defined"	"BCMA / TNFRSF17"
1	12	2	"BCMA / TNFRSF17"	"BCMA / TNFRSF17"	9820	57500	130	319	329	77	109	111	109	36	97	97	0	0.000	0.000	0.000	210	220	40	0.000	0.000	0.000	0.000	23	32	120	940	100	0	0	0	210	39458	6.056	220	Error	"Not Defined"	"BCMA / TNFRSF17"
1	13	2	"beta-Catenin"	"beta-Catenin"	10160	57520	140	245	250	64	109	112	109	41	92	80	0	0.000	0.000	0.000	136	141	41	0.000	0.000	0.000	0.000	25	36	156	1140	100	0	0	0	136	39057	3.366	141	Error	"Not Defined"	"beta-Catenin"
1	14	2	"beta-Catenin"	"beta-Catenin"	10570	57510	140	304	296	99	114	120	114	49	92	76	0	0.000	0.000	0.000	190	182	42	0.000	0.000	0.000	0.000	33	40	156	1140	100	0	0	0	190	46148	3.592	182	Error	"Not Defined"	"beta-Catenin"
1	15	2	"BLC"	"BLC"	10990	57510	140	436	566	351	109	115	109	46	98	96	0	0.000	0.000	0.000	327	457	43	0.000	0.000	0.000	0.000	62	40	156	1140	100	0	0	0	327	88287	9.804	457	Error	"Not Defined"	"BLC"
1	16	2	"BLC"	"BLC"	11390	57510	140	554	678	361	104	106	104	36	100	100	0	0.000	0.000	0.000	450	574	44	0.000	0.000	0.000	0.000	53	33	156	1140	100	0	0	0	450	105829	15.889	574	Error	"Not Defined"	"BLC"
1	17	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	11840	57510	150	478	472	115	98	102	98	38	99	98	0	0.000	0.000	0.000	380	374	45	0.000	0.000	0.000	0.000	24	37	156	1272	100	0	0	0	380	73618	9.737	374	Error	"Not Defined"	"BTC (Betacellulin)"
1	18	2	"BTC (Betacellulin)"	"BTC (Betacellulin)"	12240	57520	150	507	518	147	95	98	95	34	100	100	0	0.000	0.000	0.000	412	423	46	0.000	0.000	0.000	0.000	28	34	156	1272	100	0	0	0	412	80760	12.353	423	Error	"Not Defined"	"BTC (Betacellulin)"
1	19	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12560	57510	150	436	472	168	96	99	96	36	100	100	0	0.000	0.000	0.000	340	376	47	0.000	0.000	0.000	0.000	35	36	156	1272	100	0	0	0	340	73702	10.361	376	Error	"Not Defined"	"Cardiotrophin-1"
1	20	2	"Cardiotrophin-1"	"Cardiotrophin-1"	12970	57510	160	418	479	212	100	106	100	47	97	95	0	0.000	0.000	0.000	318	379	48	0.000	0.000	0.000	0.000	44	44	208	1512	100	0	0	0	318	99629	7.936	379	Error	"Not Defined"	"Cardiotrophin-1"
1	21	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13400	57520	150	183	188	56	103	108	103	63	61	20	0	0.000	0.000	0.000	80	85	49	0.000	0.000	0.000	0.000	29	58	156	1272	100	0	0	0	80	29302	1.270	85	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	22	2	"CCL1 / I-309 / TCA-3"	"CCL1 / I-309 / TCA-3"	13790	57530	150	204	203	57	109	110	109	34	83	67	0	0.000	0.000	0.000	95	94	50	0.000	0.000	0.000	0.000	28	30	156	1272	100	0	0	0	95	31708	2.735	94	Error	"Not Defined"	"CCL1 / I-309 / TCA-3"
1	23	2	"CCL28"	"CCL28"	14210	57520	160	639	638	166	108	110	108	35	98	97	0	0.000	0.000	0.000	531	530	51	0.000	0.000	0.000	0.000	26	31	208	1512	100	0	0	0	531	132641	15.086	530	Error	"Not Defined"	"CCL28"
1	24	2	"CCL28"	"CCL28"	14620	57510	160	597	588	150	105	202	105	1262	0	0	0	0.000	0.000	0.000	492	483	52	0.000	0.000	0.000	0.000	25	624	208	1512	100	0	0	0	492	122229	0.306	483	Error	"Not Defined"	"CCL28"
1	25	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	14980	57520	140	359	367	113	107	285	107	1898	0	0	0	0.000	0.000	0.000	252	260	53	0.000	0.000	0.000	0.000	30	665	156	1140	100	0	0	0	252	57242	0.043	260	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	26	2	"CCL4 / MIP-1 beta"	"CCL4 / MIP-1 beta"	15380	57520	150	446	453	134	119	125	119	44	99	97	0	0.000	0.000	0.000	327	334	54	0.000	0.000	0.000	0.000	29	35	156	1272	100	0	0	0	327	70717	7.455	334	Error	"Not Defined"	"CCL4 / MIP-1 beta"
1	27	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	15800	57520	140	206	208	60	105	114	105	57	78	37	0	0.000	0.000	0.000	101	103	55	0.000	0.000	0.000	0.000	28	50	156	1140	100	0	0	0	101	32424	1.649	103	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	28	2	"CCL7 / MCP-3 / MARC"	"CCL7 / MCP-3 / MARC"	16210	57520	140	230	235	68	102	109	102	51	94	63	0	0.000	0.000	0.000	128	133	56	0.000	0.000	0.000	0.000	28	46	156	1016	100	0	0	0	128	36718	2.471	133	Error	"Not Defined"	"CCL7 / MCP-3 / MARC"
1	1	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5370	57940	160	242	259	104	87	91	87	31	97	93	0	0.000	0.000	0.000	155	172	57	0.000	0.000	0.000	0.000	40	34	208	1028	100	0	0	0	155	53960	5.419	172	Error	"Not Defined"	"CCL8 / MCP-2"
1	2	3	"CCL8 / MCP-2"	"CCL8 / MCP-2"	5770	57940	160	262	317	184	101	110	101	57	92	67	0	0.000	0.000	0.000	161	216	58	0.000	0.000	0.000	0.000	58	51	208	1512	100	0	0	0	161	65864	3.632	216	Error	"Not Defined"	"CCL8 / MCP-2"
1	3	3	"CCR10"	"CCR10"	6200	57930	150	219	221	58	94	98	94	34	96	85	0	0.000	0.000	0.000	125	127	59	0.000	0.000	0.000	0.000	26	34	156	1272	100	0	0	0	125	34533	3.618	127	Error	"Not Defined"	"CCR10"
1	4	3	"CCR10"	"CCR10"	6600	57920	140	212	219	75	99	105	99	45	87	62	0	0.000	0.000	0.000	113	120	60	0.000	0.000	0.000	0.000	34	42	156	1140	100	0	0	0	113	34238	2.533	120	Error	"Not Defined"	"CCR10"
1	5	3	"CCR3"	"CCR3"	7040	57920	150	342	422	673	102	105	102	37	100	97	0	0.000	0.000	0.000	240	320	61	0.000	0.000	0.000	0.000	159	35	156	1272	100	0	0	0	240	65823	8.568	320	Error	"Not Defined"	"CCR3"
1	6	3	"CCR3"	"CCR3"	7450	57910	130	422	449	152	106	112	106	45	99	99	0	0.000	0.000	0.000	316	343	62	0.000	0.000	0.000	0.000	33	40	120	940	100	0	0	0	316	53869	7.489	343	Error	"Not Defined"	"CCR3"
1	7	3	"CCR4"	"CCR4"	7760	57910	130	205	218	72	105	111	105	53	74	47	0	0.000	0.000	0.000	100	113	63	0.000	0.000	0.000	0.000	33	47	120	940	100	0	0	0	100	26146	2.019	113	Error	"Not Defined"	"CCR4"
1	8	3	"CCR4"	"CCR4"	8170	57910	150	158	163	50	100	102	100	36	68	41	0	0.000	0.000	0.000	58	63	64	0.000	0.000	0.000	0.000	30	35	156	1272	100	0	0	0	58	25492	1.694	63	Error	"Not Defined"	"CCR4"
1	9	3	"CCR6"	"CCR6"	8610	57930	140	352	364	102	106	110	106	37	98	95	0	0.000	0.000	0.000	246	258	65	0.000	0.000	0.000	0.000	28	33	156	1140	100	0	0	0	246	56809	6.865	258	Error	"Not Defined"	"CCR6"
1	10	3	"CCR6"	"CCR6"	9010	57920	130	426	432	110	105	112	105	49	100	99	0	0.000	0.000	0.000	321	327	66	0.000	0.000	0.000	0.000	25	43	120	940	100	0	0	0	321	51819	6.531	327	Error	"Not Defined"	"CCR6"
1	11	3	"CCR7"	"CCR7"	9420	57910	160	261	268	104	103	107	103	36	93	86	0	0.000	0.000	0.000	158	165	67	0.000	0.000	0.000	0.000	38	33	208	1512	100	0	0	0	158	55813	4.472	165	Error	"Not Defined"	"CCR7"
1	12	3	"CCR7"	"CCR7"	9820	57910	160	260	269	93	110	143	110	563	0	0	0	0.000	0.000	0.000	150	159	68	0.000	0.000	0.000	0.000	34	393	208	1512	100	0	0	0	150	55961	0.224	159	Error	"Not Defined"	"CCR7"
1	13	3	"CCR9"	"CCR9"	10170	57920	140	630	689	264	114	184	114	875	12	0	0	0.000	0.000	0.000	516	575	69	0.000	0.000	0.000	0.000	38	475	156	1140	100	0	0	0	516	107483	0.577	575	Error	"Not Defined"	"CCR9"
1	14	3	"CCR9"	"CCR9"	10580	57920	140	682	765	264	101	104	101	33	100	100	0	0.000	0.000	0.000	581	664	70	0.000	0.000	0.000	0.000	34	31	156	1140	100	0	0	0	581	119355	20.030	664	Error	"Not Defined"	"CCR9"
1	15	3	"CD11b"	"CD11b"	11000	57920	140	473	489	141	106	111	106	51	100	99	0	0.000	0.000	0.000	367	383	71	0.000	0.000	0.000	0.000	28	45	156	1140	100	0	0	0	367	76294	7.412	383	Error	"Not Defined"	"CD11b"
1	16	3	"CD11b"	"CD11b"	11410	57920	140	673	691	213	99	144	99	332	92	33	0	0.000	0.000	0.000	574	592	72	0.000	0.000	0.000	0.000	30	230	156	1140	100	0	0	0	574	107767	1.648	592	Error	"Not Defined"	"CD11b"
1	17	3	"CD14"	"CD14"	11760	57920	140	315	330	89	102	149	102	489	1	0	0	0.000	0.000	0.000	213	228	73	0.000	0.000	0.000	0.000	26	328	156	1140	100	0	0	0	213	51482	0.370	228	Error	"Not Defined"	"CD14"
1	18	3	"CD14"	"CD14"	12160	57920	140	334	360	175	100	107	100	69	99	91	0	0.000	0.000	0.000	234	260	74	0.000	0.000	0.000	0.000	48	64	156	1140	100	0	0	0	234	56237	3.667	260	Error	"Not Defined"	"CD14"
1	19	3	"CRP"	"CRP"	12590	57910	140	1189	1207	391	108	114	108	53	96	96	0	0.000	0.000	0.000	1081	1099	75	0.000	0.000	0.000	0.000	32	46	156	1140	100	0	0	0	1081	188217	20.623	1099	Error	"Not Defined"	"CRP"
1	20	3	"CRP"	"CRP"	12990	57910	140	1462	1433	483	103	107	103	42	98	95	0	0.000	0.000	0.000	1359	1330	76	0.000	0.000	0.000	0.000	33	39	156	1140	100	0	0	0	1359	223537	31.571	1330	Error	"Not Defined"	"CRP"
1	21	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13440	57920	140	180	181	55	96	119	96	329	0	0	0	0.000	0.000	0.000	84	85	77	0.000	0.000	0.000	0.000	30	276	156	1140	100	0	0	0	84	28216	0.188	85	Error	"Not Defined"	"CD27 / TNFRSF7"
1	22	3	"CD27 / TNFRSF7"	"CD27 / TNFRSF7"	13840	57920	150	223	222	59	105	110	105	38	90	76	0	0.000	0.000	0.000	118	117	78	0.000	0.000	0.000	0.000	26	34	156	1272	100	0	0	0	118	34612	2.947	117	Error	"Not Defined"	"CD27 / TNFRSF7"
1	23	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14160	57920	160	622	651	243	111	115	111	43	98	97	0	0.000	0.000	0.000	511	540	79	0.000	0.000	0.000	0.000	37	37	208	1506	100	0	0	0	511	135463	12.465	540	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	24	3	"CD27 Ligand / TNFSF7"	"CD27 Ligand / TNFSF7"	14570	57900	150	653	694	221	106	110	106	35	100	100	0	0.000	0.000	0.000	547	588	80	0.000	0.000	0.000	0.000	31	31	156	1272	100	0	0	0	547	108319	16.686	588	Error	"Not Defined"	"CD27 Ligand / TNFSF7"
1	25	3	"CD30 "	"CD30 "	14990	57930	150	252	262	73	108	117	108	58	90	68	0	0.000	0.000	0.000	144	154	81	0.000	0.000	0.000	0.000	27	49	156	1272	100	0	0	0	144	40914	2.500	154	Error	"Not Defined"	"CD30 "
1	26	3	"CD30 "	"CD30 "	15390	57930	150	281	279	74	111	130	111	79	89	56	0	0.000	0.000	0.000	170	168	82	0.000	0.000	0.000	0.000	26	60	156	1272	100	0	0	0	170	43501	1.886	168	Error	"Not Defined"	"CD30 "
1	27	3	"CD30 L"	"CD30 L"	15820	57920	150	287	290	62	109	121	109	70	97	73	0	0.000	0.000	0.000	178	181	83	0.000	0.000	0.000	0.000	21	57	156	1272	100	0	0	0	178	45228	2.414	181	Error	"Not Defined"	"CD30 L"
1	28	3	"CD30 L"	"CD30 L"	16220	57920	150	301	308	80	114	126	114	115	85	29	0	0.000	0.000	0.000	187	194	84	0.000	0.000	0.000	0.000	25	91	156	1080	100	0	0	0	187	48088	1.583	194	Error	"Not Defined"	"CD30 L"
1	1	4	"CD40"	"CD40"	5380	58330	140	258	271	103	88	92	88	36	97	87	0	0.000	0.000	0.000	170	183	85	0.000	0.000	0.000	0.000	38	39	156	848	100	0	0	0	170	42246	4.972	183	Error	"Not Defined"	"CD40"
1	2	4	"CD40"	"CD40"	5790	58330	140	285	302	106	104	116	104	103	82	39	0	0.000	0.000	0.000	181	198	86	0.000	0.000	0.000	0.000	35	88	156	1140	100	0	0	0	181	47041	1.806	198	Error	"Not Defined"	"CD40"
1	3	4	"CD40 Ligand / TNFSF5"	"CD40 Ligand / TNFSF5"	6210	58310	150	471	502	163	102	105	102	36	100	100	0	0.000	0.000	0.000	369	400	87	0.000	0.000	0.000	0.000	32	34	156	1272	100	0	0	0	369	78329	11.028	400	Error	"Not Defined"	"CD40 Ligand / TNFSF5"
